,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
DNp01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNp18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNxl053,0.5302379727363586,0.0,0.6556873917579651,0.532958984375,0.700488805770874,0.0,0.6148242950439453,0.6264193654060364,0.4111817479133606,0.7521901726722717,0.0,0.6824206113815308,0.6843880414962769,0.5128176808357239,0.6108273267745972,0.0
DNg100,0.9960417747497559,0.8745436668395996,0.7306373119354248,0.9452621340751648,0.9486407041549683,0.7681562304496765,0.929461658000946,0.9684227705001831,0.8712705969810486,0.9981537461280823,0.9849836826324463,0.9954109787940979,0.8449363708496094,0.9008854031562805,0.8029549717903137,0.7741805911064148
DNg15,0.0,0.0,0.0,0.0,0.0,0.0,0.7982432842254639,0.0,0.0,0.8516408205032349,0.0,0.0,0.17297779023647308,0.0,0.5402423739433289,0.0
DNp11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNa02,0.027931666001677513,0.04788466915488243,0.0,0.0,0.0,0.0,0.0,0.0,0.1106114387512207,0.014023000374436378,0.05356143042445183,0.0,0.0,0.10739824920892715,0.0,0.0
DNg16,0.10017399489879608,0.0,0.0,0.041544366627931595,0.0,0.013715691864490509,0.0,0.07177306711673737,0.0,0.14631538093090057,0.1177750825881958,0.00320776947773993,0.007508000358939171,0.0,0.0,0.1537502259016037
DNp02,0.6099194884300232,0.0,0.0,0.0,0.0,0.6238393783569336,0.3619939982891083,0.0,0.21222974359989166,0.8675829768180847,0.0,0.7351160049438477,0.9244866371154785,0.7751580476760864,0.7357594966888428,0.5520989894866943
DNut040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNxl049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNxl134,0.3165947496891022,0.36160627007484436,0.46462222933769226,0.41263601183891296,0.09363649785518646,0.040055111050605774,0.9921045303344727,0.6345345377922058,0.9871945381164551,0.10655075311660767,0.15631332993507385,0.2473285049200058,0.12390187382698059,0.2810845971107483,0.4953575134277344,0.6133706569671631
DNb05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNp15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNp31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
