,180,220,260,300,340
472,5.0,6.0,6.0,8.0,11.0
473,5.0,6.0,6.0,7.0,10.0
474,2.0,5.0,6.0,6.0,8.0
475,2.0,6.0,6.0,6.0,8.0
476,2.0,6.0,6.0,7.0,10.0
477,2.0,6.0,6.0,6.0,7.0
478,2.0,6.0,6.0,7.0,9.0
479,1.0,6.0,6.0,6.0,7.0
480,3.0,6.0,6.0,8.0,10.0
481,1.0,5.0,6.0,6.0,7.0
482,2.0,6.0,6.0,6.0,8.0
483,4.0,6.0,6.0,8.0,9.0
484,5.0,6.0,6.0,9.0,10.0
485,2.0,6.0,6.0,6.0,8.0
486,3.0,6.0,6.0,9.0,9.0
487,6.0,6.0,7.0,9.0,11.0
488,6.0,6.0,6.0,8.0,10.0
489,6.0,6.0,8.0,11.0,11.0
490,2.0,6.0,6.0,7.0,11.0
491,2.0,6.0,6.0,8.0,9.0
492,2.0,5.0,6.0,6.0,6.0
493,2.0,6.0,6.0,7.0,8.0
494,1.0,5.0,6.0,6.0,7.0
495,2.0,6.0,6.0,6.0,9.0
496,4.0,6.0,6.0,7.0,10.0
497,3.0,6.0,6.0,8.0,10.0
498,2.0,6.0,6.0,8.0,11.0
499,6.0,6.0,7.0,11.0,11.0
500,2.0,6.0,6.0,7.0,10.0
501,2.0,6.0,6.0,6.0,8.0
502,2.0,6.0,6.0,6.0,7.0
503,2.0,6.0,6.0,8.0,8.0
504,5.0,6.0,6.0,7.0,10.0
505,2.0,6.0,6.0,7.0,10.0
506,2.0,5.0,6.0,6.0,7.0
507,1.0,5.0,6.0,6.0,7.0
508,5.0,6.0,6.0,9.0,10.0
509,3.0,6.0,6.0,7.0,8.0
510,2.0,6.0,6.0,8.0,10.0
511,2.0,6.0,6.0,7.0,10.0
