,0.45,0.3,0.0,0.05,0.4,0.2,0.15,0.35,0.5,0.25,0.1
0,2,2,3,3,2,2,3,2,2,2,3
1,8,6,4,5,7,5,5,6,9,6,5
2,2,2,2,2,2,2,2,2,3,2,2
3,3,3,3,3,3,3,3,3,4,3,3
4,3,3,2,2,3,3,3,3,3,3,2
5,3,3,2,2,3,2,2,3,3,3,2
6,3,2,3,3,3,3,3,3,3,2,3
7,4,4,3,3,4,4,3,4,4,4,3
8,2,2,2,2,2,2,2,2,2,2,2
9,4,4,2,2,4,4,4,4,4,4,3
10,2,2,2,2,2,2,2,2,2,2,2
11,7,5,3,3,6,4,3,6,7,4,3
12,5,3,2,2,4,3,2,3,6,3,2
13,2,2,2,2,2,2,2,2,2,2,2
14,5,4,3,3,5,4,4,5,5,4,3
15,4,3,2,2,4,2,2,4,4,2,2
16,5,4,2,2,4,3,2,4,5,3,2
17,4,4,4,4,3,4,4,3,4,4,4
18,3,2,2,2,3,2,2,3,3,2,2
19,7,5,4,4,7,5,5,5,7,5,4
20,4,2,2,2,3,2,2,3,4,2,2
21,3,4,4,4,4,4,4,4,3,4,4
22,4,3,3,3,4,3,3,3,4,3,3
23,6,6,5,5,6,6,6,6,6,6,5
24,4,3,3,3,4,3,3,3,4,3,3
25,3,3,3,3,3,3,3,3,3,3,3
26,6,3,2,2,6,3,3,5,6,3,2
27,2,2,2,2,2,2,2,2,2,2,2
28,5,3,2,2,4,2,2,4,5,2,2
29,7,3,2,2,6,2,2,5,10,2,2
30,3,2,2,2,2,2,2,2,3,2,2
31,5,4,3,3,4,4,3,4,5,4,3
32,4,4,3,3,4,4,4,4,4,4,4
33,6,2,2,2,2,2,2,2,6,2,2
34,2,2,2,2,2,2,2,2,2,2,2
35,4,3,3,3,4,3,3,4,6,3,3
36,2,3,3,3,2,3,3,2,2,3,3
37,3,3,2,2,3,2,2,3,4,3,2
38,6,4,3,3,6,3,3,5,7,4,3
39,3,3,3,3,3,3,3,3,4,3,3
40,3,4,3,3,3,4,4,3,4,4,4
41,5,5,4,4,5,5,4,5,5,5,4
42,5,5,3,3,5,4,3,4,5,5,3
43,5,4,4,4,5,4,4,4,7,4,4
44,3,3,3,3,3,3,3,3,3,3,3
45,5,4,3,3,4,3,3,4,5,4,3
46,5,4,3,3,5,4,3,5,6,4,3
47,4,3,2,2,3,2,2,3,5,2,2
48,4,4,3,3,4,4,4,4,4,4,3
49,6,5,2,2,5,3,3,5,7,4,2
50,4,4,4,4,4,4,4,4,4,4,4
51,4,3,2,2,4,3,2,4,5,3,2
52,4,2,2,2,3,2,2,2,5,2,2
53,4,3,2,2,3,2,2,3,4,3,2
54,3,1,1,1,2,1,1,1,3,1,1
55,4,4,3,3,4,4,4,4,4,4,4
56,5,3,2,2,4,3,3,4,5,3,2
57,4,2,2,2,4,2,2,3,4,2,2
58,4,3,4,4,3,4,4,3,4,3,4
59,4,4,2,2,4,3,3,4,4,4,3
60,3,4,2,2,4,4,3,4,4,4,2
61,2,2,2,2,2,2,2,2,2,2,2
62,3,3,2,2,3,3,2,3,3,3,2
63,4,4,4,4,4,4,4,4,4,4,4
64,5,4,3,3,4,4,3,4,4,4,3
65,4,3,3,3,4,3,3,3,4,3,3
66,6,5,3,3,5,5,3,5,7,5,3
67,3,3,2,2,3,3,2,3,3,3,2
68,2,2,2,2,2,2,2,2,2,2,2
69,3,2,2,2,2,2,2,2,4,2,2
70,2,3,4,4,3,3,3,3,2,3,4
71,2,2,2,2,2,2,2,2,2,2,2
72,2,2,2,2,2,2,2,2,2,2,2
73,5,3,3,3,5,3,3,3,5,3,3
74,6,4,2,2,6,4,2,5,7,4,2
75,2,2,2,2,2,2,2,2,2,2,2
76,6,4,2,2,5,2,2,5,6,3,2
77,4,2,2,2,3,2,2,3,4,2,2
78,4,3,3,3,3,3,3,3,4,3,3
79,2,2,2,2,2,2,2,2,2,2,2
80,7,5,3,3,5,4,3,5,7,5,3
81,3,2,2,2,3,2,2,3,3,2,2
82,5,5,5,5,5,5,5,6,7,5,5
83,4,3,3,3,4,3,3,4,4,3,3
84,4,3,2,2,4,3,3,4,4,3,2
85,3,3,2,2,3,3,3,3,3,3,2
86,4,3,2,2,3,2,2,3,4,3,2
87,4,3,2,2,4,2,2,3,4,2,2
88,2,2,2,2,2,2,2,2,4,2,2
89,5,4,2,2,5,3,2,5,6,4,2
90,7,4,2,2,6,2,2,4,7,3,2
91,5,2,3,3,4,3,3,2,7,3,3
92,6,4,3,3,6,4,3,5,7,4,3
93,5,4,4,4,5,4,4,4,5,4,4
94,3,3,2,2,3,3,3,3,4,3,2
95,4,3,3,3,4,3,3,4,4,3,3
