,180,220,260,300,340
0,0.0,0.010526316,0.011764707,0.012658229,0.013157896
1,0.0,0.009345794,0.010989011,0.012048195,0.0125
2,0.0,0.008264462,0.010526316,0.012048194,0.012820513
3,0.0,0.00990099,0.011764707,0.013157896,0.013888891
4,0.0,0.010752688,0.011363637,0.012552744,0.013513514
5,0.0,0.009803922,0.011111111,0.0121951215,0.012820514
6,0.0,0.008547009,0.009708738,0.011111112,0.011764706
7,0.0,0.010526317,0.011111111,0.012048194,0.012658228
8,0.0,0.0072992705,0.010204081,0.011627907,0.0125
9,0.0,0.01010101,0.011235955,0.011904763,0.01239712
10,0.0,0.0,0.009615385,0.010752688,0.011627908
11,0.007246377,0.010526317,0.010638298,0.011235955,0.011764707
12,0.007042254,0.011363637,0.0121951215,0.012987013,0.013333334
13,0.0,0.010638298,0.011235955,0.012345679,0.013157896
14,0.0,0.009345794,0.0106382985,0.011764706,0.012345679
15,0.0,0.0075187967,0.009708738,0.011111111,0.012048194
16,0.0,0.0,0.010526316,0.011494253,0.012658229
17,0.0056497175,0.009803923,0.011494253,0.012345679,0.012820514
18,0.0,0.010989011,0.012048194,0.012987013,0.013888891
19,0.0,0.011080586,0.011235955,0.011627907,0.0121951215
20,0.0,0.0,0.009708738,0.011494253,0.012345679
21,0.0,0.0,0.009090909,0.01010101,0.010869565
22,0.0,0.009259259,0.010204082,0.011363637,0.0121951215
23,0.0078125,0.010548714,0.011627907,0.0125,0.013157896
24,0.0,0.008,0.009933993,0.011111111,0.011904762
25,0.0,0.011111112,0.012500001,0.013333334,0.013698632
26,0.0,0.00877193,0.010309279,0.011235955,0.0121951215
27,0.0,0.0,0.009803923,0.011235955,0.011627908
28,0.0,0.010752688,0.011904762,0.012987013,0.013698631
29,0.0055865925,0.010638298,0.012345679,0.013157896,0.013698632
30,0.0,0.008474576,0.010869565,0.011494253,0.0121951215
31,0.0,0.01,0.011904763,0.013157896,0.01388889
32,0.0,0.0,0.009615386,0.011627908,0.012820513
33,0.003984064,0.010869565,0.0121951215,0.013157896,0.01388889
34,0.0,0.010638298,0.012345679,0.01388889,0.014705883
35,0.0,0.010309279,0.011235955,0.012345679,0.013157896
36,0.0078125,0.010989012,0.011904763,0.012820514,0.013423423
37,0.0,0.0,0.011111111,0.0121951215,0.013513515
38,0.0,0.009708738,0.011111112,0.012345679,0.013157896
39,0.0,0.010989011,0.012820514,0.013888891,0.014705883
40,0.0,0.009523811,0.011764707,0.013157896,0.014084508
41,0.0,0.010416667,0.011764707,0.012987013,0.013513515
42,0.0,0.009345794,0.011904762,0.012987013,0.013793761
43,0.0,0.00862069,0.01,0.011235955,0.011904763
44,0.0,0.010526316,0.0121951215,0.013157896,0.013698632
45,0.0,0.010274213,0.011904763,0.013072454,0.013698632
46,0.0,0.00990099,0.0121951215,0.013157896,0.013513515
47,0.0,0.007936508,0.01010101,0.011363637,0.012048195
48,0.0,0.0056179776,0.009259259,0.011235955,0.012345679
49,0.0,0.01010101,0.012048194,0.01388889,0.014492753
50,0.0,0.009523811,0.010309279,0.011494253,0.0121951215
51,0.0,0.0,0.008928573,0.010309279,0.011363637
52,0.0,0.011235955,0.011904762,0.012820514,0.013513514
53,0.0,0.008,0.010638298,0.011904762,0.012658228
54,0.0,0.0,0.012345679,0.012987013,0.014285713
55,0.0,0.009615385,0.010526317,0.010791647,0.011111111
56,0.0,0.01010101,0.010869565,0.011627907,0.012345679
57,0.0,0.009259259,0.011627907,0.012987013,0.014019302
58,0.0,0.009708738,0.011235955,0.0121951215,0.012658228
59,0.0,0.0054644807,0.009433962,0.010204081,0.011111111
60,0.0,0.007692308,0.00990099,0.011363637,0.0121951215
61,0.0,0.009662062,0.010638298,0.011111112,0.011627907
62,0.0,0.00877193,0.01,0.010563644,0.011235955
63,0.0,0.009803922,0.010752688,0.011764706,0.01234568
64,0.0,0.0088495575,0.010204081,0.011111111,0.011627908
65,0.0,0.009615385,0.012097171,0.012820514,0.013698632
66,0.0,0.009803922,0.010752688,0.011764706,0.0125
67,0.0,0.0073529417,0.01010101,0.011111112,0.011904763
68,0.0,0.0088495575,0.011111111,0.0125,0.013513514
69,0.0,0.0,0.00877193,0.010309279,0.011494253
70,0.0,0.010989012,0.011940621,0.012658228,0.013333334
71,0.0,0.009433962,0.010752688,0.012345679,0.013072454
72,0.0,0.012345679,0.0125,0.012820513,0.013698631
73,0.0,0.009772195,0.011111112,0.0121951215,0.012658228
74,0.0,0.0068493155,0.00877193,0.010309279,0.010989012
75,0.0,0.00900901,0.011764706,0.012820513,0.013513514
76,0.0,0.009803922,0.011764706,0.012987013,0.013698631
77,0.0,0.0,0.00952381,0.010869565,0.0121951215
78,0.0,0.011494253,0.012500001,0.013513515,0.014285713
79,0.0,0.007936508,0.00990099,0.010309279,0.011235955
80,0.0,0.00900901,0.01010101,0.011235955,0.011824731
81,0.0,0.0,0.011111111,0.012345679,0.012820514
82,0.007936508,0.011235955,0.012820514,0.013698631,0.014084509
83,0.0,0.008547009,0.0106382985,0.010989011,0.011764706
84,0.0,0.00862069,0.0106382985,0.011904762,0.0125
85,0.006896552,0.010309279,0.011111112,0.011904763,0.012500001
86,0.0071428567,0.011235955,0.011764707,0.012345679,0.012987013
87,0.0,0.008130082,0.0091743115,0.00990099,0.010638298
88,0.0,0.011363637,0.012345679,0.012987013,0.013333333
89,0.0,0.0091743115,0.010204082,0.010869565,0.011627907
90,0.011627907,0.0125,0.013157896,0.014084508,0.014285713
91,0.0,0.01,0.011764707,0.012820513,0.013544368
92,0.0,0.009345794,0.010416667,0.011494253,0.012048195
93,0.0,0.010526316,0.012345679,0.013513515,0.014084508
94,0.0,0.0,0.00900901,0.009708738,0.01010101
95,0.0,0.0088495575,0.010309279,0.011363637,0.0121951215
96,0.0,0.01,0.010869565,0.011494253,0.011904762
97,0.0,0.008264462,0.01010101,0.011111112,0.011904762
98,0.0,0.0088495575,0.010752688,0.012345679,0.013157896
99,0.0,0.0074626873,0.010416667,0.0121951215,0.013333333
100,0.0,0.007352942,0.010101011,0.011627907,0.0125
101,0.0,0.010416667,0.011363637,0.011627907,0.0121951215
102,0.0,0.010526317,0.011494253,0.012232761,0.012658228
103,0.0,0.010989011,0.012048195,0.013157896,0.01388889
104,0.0,0.00877193,0.010416667,0.011494253,0.012048194
105,0.0,0.0071942443,0.01,0.012048194,0.012987013
106,0.0,0.0091743115,0.011111112,0.0121951215,0.013333333
107,0.010526316,0.011904762,0.0125,0.013157896,0.013698631
108,0.0,0.010869565,0.012500001,0.013333334,0.01388889
109,0.0,0.010526316,0.011764706,0.012987013,0.01388889
110,0.0,0.0091743115,0.010638298,0.011363637,0.011764707
111,0.007575758,0.009803923,0.011111112,0.012345679,0.012987013
112,0.0,0.010416667,0.012345679,0.013888891,0.014705883
113,0.0,0.0106382985,0.011494253,0.012345679,0.012987014
114,0.008196722,0.009523811,0.010075757,0.010752688,0.011235955
115,0.0,0.00990099,0.011363637,0.012658229,0.013513514
116,0.0,0.00952381,0.011050061,0.012422839,0.013157896
117,0.0,0.010869565,0.0121951215,0.013333333,0.01388889
118,0.0,0.00862069,0.009780126,0.010752688,0.011235955
119,0.0,0.011627907,0.011904762,0.012345679,0.012739371
120,0.008547009,0.011904763,0.013157896,0.014285713,0.014705884
121,0.0,0.0,0.008889064,0.010989012,0.0121951215
122,0.0,0.012048194,0.013157896,0.013888891,0.014546037
123,0.0,0.009803922,0.011764707,0.012820514,0.013423423
124,0.0,0.0074626873,0.00990099,0.010989011,0.011904762
125,0.009259259,0.0106382985,0.011764707,0.0125,0.012820514
126,0.008196722,0.010526317,0.012345679,0.013513514,0.014084509
127,0.0055555557,0.01,0.011764707,0.012658229,0.013157896
128,0.0,0.0,0.009090909,0.0106382985,0.011627907
129,0.0088495575,0.011363637,0.013513514,0.014285713,0.014705884
130,0.0,0.0074626873,0.009090909,0.01010101,0.010989012
131,0.0,0.009345794,0.010869565,0.011904763,0.012820514
132,0.0,0.00900901,0.010526317,0.011494253,0.012345679
133,0.0,0.0091743115,0.010204082,0.011111111,0.011764707
134,0.0,0.011235955,0.011627907,0.012345679,0.012820513
135,0.0,0.00877193,0.009852456,0.010989011,0.011904763
136,0.0,0.009803922,0.011111111,0.012658228,0.013513515
137,0.0,0.009615385,0.010204082,0.011235955,0.011904763
138,0.0,0.010752688,0.0125,0.013698631,0.014492754
139,0.0061728396,0.010101011,0.011407176,0.012658229,0.013333333
140,0.0,0.010204081,0.011627908,0.0125,0.012987014
141,0.0056179776,0.009433962,0.010526316,0.011235955,0.011494254
142,0.0,0.010204082,0.011235955,0.0121951215,0.012820514
143,0.0,0.007042254,0.012658228,0.014285713,0.014925375
144,0.0,0.011494253,0.012658229,0.013698632,0.014285713
145,0.0,0.0078125,0.01010101,0.012048195,0.012820514
146,0.0,0.010204081,0.011235955,0.012345679,0.012987013
147,0.0,0.010416667,0.01156108,0.012658228,0.013698631
148,0.0,0.009615385,0.011363637,0.0121951215,0.012658228
149,0.0,0.011627907,0.013513514,0.014492754,0.015151516
150,0.0,0.009803922,0.010752688,0.011363637,0.0121951215
151,0.0,0.010638298,0.0121951215,0.01388889,0.014925375
152,0.0,0.0054054055,0.010526317,0.011904763,0.013333334
153,0.0,0.009259259,0.0106382985,0.012048195,0.012820514
154,0.0,0.011235955,0.0125,0.013157896,0.013513514
155,0.0,0.0125,0.012500001,0.012658228,0.013157896
156,0.0,0.009259259,0.010752688,0.011904763,0.012658228
157,0.0,0.008695652,0.009933993,0.011111112,0.011952573
158,0.0,0.008547009,0.01010101,0.011494253,0.0121951215
159,0.0,0.0091743115,0.010526317,0.011235955,0.011904763
160,0.0,0.009523811,0.010416667,0.011396291,0.012048195
161,0.01010101,0.011764706,0.012987013,0.013698631,0.012367416
162,0.0,0.010929288,0.012500001,0.013513515,0.014285713
163,0.0,0.008403362,0.011235955,0.0121951215,0.012987013
