,none,E1,E2,I1
0,0.9299570918083191,0.0,0.0,0.998975396156311
1,0.8976241946220398,0.0,0.0,0.829761266708374
2,0.9997186660766602,0.0,0.0,1.0001771450042725
3,0.9989375472068787,0.0,0.0,0.911648154258728
4,0.999327540397644,0.0,0.0,0.9983857870101929
5,0.9993172287940979,0.0,0.0,0.9997439384460449
6,0.9998592734336853,0.0,0.0,0.807451605796814
7,0.9994212985038757,0.0,0.0,0.9989711046218872
8,0.8912962675094604,0.0,0.0,0.8849070072174072
9,0.9991005063056946,0.0,0.0,0.9996033906936646
10,0.909477710723877,0.0,0.0,0.9992727041244507
11,0.9992207288742065,0.0,0.0,0.776354968547821
12,0.9995548725128174,0.0,0.0,0.9002801775932312
13,0.9995666742324829,0.0,0.0,0.9996510148048401
14,0.9992119669914246,0.0,0.0,0.994941234588623
15,0.9593068361282349,0.0,0.0,0.8013315200805664
16,0.9792810678482056,0.0,0.0,0.9998053312301636
17,0.9991676211357117,0.0,0.0,0.8872072696685791
18,0.9988157749176025,0.0,0.0,0.9993811845779419
19,0.9977418184280396,0.0,0.0,0.9284694790840149
20,1.0002448558807373,0.0,0.0,0.9985839128494263
21,0.9999626874923706,0.0,0.0,0.8946957588195801
22,0.942288875579834,0.0,0.0,1.0004897117614746
23,0.9200710654258728,0.0,0.0,0.7530071139335632
24,0.999908447265625,0.0,0.0,0.9685773849487305
25,0.9996588230133057,0.0,0.0,0.9996552467346191
26,0.9994100332260132,0.0,0.0,0.9999642372131348
27,0.9510944485664368,0.0,0.0,0.9993410110473633
28,0.9986822009086609,0.0,0.0,0.999609649181366
29,0.9992772340774536,0.0,0.11168450862169266,0.9989786744117737
30,0.9534788131713867,0.0,0.0,0.9706346988677979
31,0.9996578097343445,0.0,0.0,0.9998430013656616
32,0.9488155245780945,0.0,0.0,0.9651197791099548
33,0.9987404346466064,0.0,0.0,0.9992669820785522
34,1.0003916025161743,0.0,0.0,0.9991411566734314
35,0.9996068477630615,0.0,0.0,0.999282717704773
36,0.998956561088562,0.0,0.0,0.9982776045799255
37,0.9860695600509644,0.0,0.0,1.0004851818084717
38,0.999530553817749,0.0,0.0,0.9991015195846558
39,0.999508261680603,0.0,0.0,0.9993326663970947
40,0.9325718879699707,0.0,0.0,0.9997233748435974
41,0.9985613822937012,0.0,0.0,0.9226144552230835
42,0.9997440576553345,0.0,0.0,0.8680211305618286
43,0.83966064453125,0.0,0.0,0.8458276987075806
44,0.9767233729362488,0.0,0.0,0.9996682405471802
45,0.9994375109672546,0.0,0.0,0.986771285533905
46,0.9996366500854492,0.0,0.0,0.9991490840911865
47,0.9225804209709167,0.0,0.0,0.9977694749832153
48,0.9239484071731567,0.0,0.0,0.9383348226547241
49,0.9998897314071655,0.0,0.0,0.9192723035812378
50,0.8376148343086243,0.0,0.0,0.9055543541908264
51,0.9726877808570862,0.0,0.0,0.9998377561569214
52,0.9990003108978271,0.0,0.0,0.999112606048584
53,0.9999781250953674,0.0,0.0,1.0006468296051025
54,0.999223530292511,0.0,0.0,0.8564492464065552
55,0.9765503406524658,0.0,0.0,0.9534942507743835
56,0.9982657432556152,0.0,0.0,1.0004100799560547
57,0.9992953538894653,0.0,0.0,0.9996463060379028
58,0.8978020548820496,0.0,0.0,0.7757639288902283
59,0.9996161460876465,0.0,0.0,0.9749917984008789
60,1.0000110864639282,0.0,0.0,0.7438568472862244
61,1.0000338554382324,0.0,0.0,1.0005565881729126
62,0.9990163445472717,0.0,0.0,0.845178484916687
63,0.8961995840072632,0.0,0.0,0.8285502195358276
64,0.9716598391532898,0.0,0.0,0.831440806388855
65,0.9531943202018738,0.0,0.0,0.9994319677352905
66,0.9985670447349548,0.0,0.0,0.8984497785568237
67,0.9996205568313599,0.0,0.0,0.9999056458473206
68,0.9989848136901855,0.0,0.0,1.000282883644104
69,0.7927523851394653,0.0,0.0,0.7812451124191284
70,0.9447473287582397,0.0,0.0,0.999662458896637
71,0.9999648332595825,0.0,0.0,0.9999202489852905
72,0.9989447593688965,0.0,0.0,0.9992460012435913
73,0.9989114999771118,0.0,0.0,0.9613314867019653
74,1.000165581703186,0.0,0.0,0.7080799341201782
75,0.9988558292388916,0.0,0.0,1.000104308128357
