,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class,pt_position,surf_area_um2
0,720575941350274352,,,,,,ventral_nerve_cord_bilateral_interconnecting,GFC1,,,,,intrinsic,,,18B,,,,,acetylcholine,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[151968 165552   5319],19634.139072
1,720575941351912752,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B080,,,,,intrinsic,,,16B,IN16B080,id:24879,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[138576 134688   2639],3790.375024
2,720575941352057904,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940632379071,,,intrinsic,,,PSp2,,,,,acetylcholine,,,,neck_connective,left,descending,[112896  50704   4258],2890.282368
3,720575941352535088,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp51,,,,,afferent,,,,SNpp51,id:45274,right_prothoracic_leg_nerve,,gaba,acetylcholine,,chordotonal_organ,ventral_nerve_cord,right,sensory,,1891.85168
4,720575941352917296,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN14A015,,,,,intrinsic,,,14A,IN14A015,id:16565,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[143760 142736   2291],4986.52192
5,720575941352918576,,,descending_neuron,,,,DNg70,DNg70,id:720575940632407826,,,intrinsic,,,MX3,DNxn180,id:11839,,Lk,gaba,,,,neck_connective,left,descending,[125264  52288    630],29889.002432
6,720575941352919856,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN03A018,,,,,intrinsic,,,03A,IN03A018,id:14475,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[108320 164704   3059],5543.70368
7,720575941353080624,,,descending_neuron,,,,DNge036,DNge036,id:720575940627107721,,,intrinsic,,,putative_primary,DNfl042,id:16393,,,acetylcholine,,,,neck_connective,right,descending,[85040 47360  1615],30193.42608
8,720575941353301552,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior,front_leg_motor_neuron,sternal_posterior_rotator_miller_32,,,,,efferent,,,,,,right_prothoracic_accessory_nerve,,gaba,,,sternal_posterior_rotator_muscle,ventral_nerve_cord,right,motor,[113152 165968   2778],14325.895568
9,720575941353771056,,,descending_neuron,,,,DNge100,DNge100,id:720575940629792060,,,intrinsic,,,,DNg47,id:24892,,,acetylcholine,,,,neck_connective,left,descending,[156944  49520   1892],7963.509808
10,720575941354084144,,front_leg,chordotonal_organ_neuron,proprioception,direction,front_leg_hook_chordotonal_organ_neuron,SNpp39,,,,,afferent,,,,SNpp39,id:30692,left_prothoracic_leg_nerve,,gaba,acetylcholine,hook,chordotonal_organ,ventral_nerve_cord,left,sensory,,1099.503088
11,720575941354124592,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN03A006,,,,,intrinsic,,,03A,IN03A006,id:11374,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[109328 165728   3015],12598.893312
12,720575941390193156,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A043,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[113024 143760   1635],4359.960672
13,720575941390285462,,,descending_neuron,,,,DNg05_b,DNg05_b,id:720575940625550398,,,intrinsic,,,LB12,DNg05,id:28700,,,acetylcholine,,,,neck_connective,right,descending,[83440 58704  1990],3069.175168
14,720575941390308246,,,descending_neuron,,,,DNge118,DNge118,id:720575940623537485,,,intrinsic,,,LB7,DNut054,id:29521,,,acetylcholine,,,,neck_connective,left,descending,[160240  50496   1742],4495.545504
15,720575941390326532,,,,,,ventral_nerve_cord_bilateral_interconnecting,GFC4,,,,,intrinsic,,,11A,GFC4,id:41708,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[105024 156768   4862],1500.010256
16,720575941390619140,,,descending_neuron,,,,DNg10,,,,,intrinsic,,,,DNg10,id:39045,,,gaba,,,,neck_connective,right,descending,[82416 56960  1743],2288.049952
17,720575941390623382,,,descending_neuron,,,,DNp20,DNp20,id:720575940644166048,,,intrinsic,DNp20,id:1745333830,putative_primary,DNp20,id:10023,,,gaba,acetylcholine,DNOVS1,,neck_connective,right,descending,[97808 48608  4258],29256.27496
18,720575941390672790,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A067,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[104592 159808   3606],2843.525552
19,720575941390677654,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN07B008,,,,,intrinsic,,,07B,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[141008 176096   3198],14549.57592
20,720575941390682262,,,ventral_nerve_cord_dorsal,,,ventral_nerve_cord_bilateral_interconnecting,IN11A021,,,,,intrinsic,,,11A,IN11A021,id:14151,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[151072 159728   5666],4688.945008
21,720575941390690966,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B122,,,,,intrinsic,,,16B,IN16B122,id:28286,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[138384 135360   2661],1642.28944
22,720575941390722710,,,descending_neuron,,,,DNge025,DNge025,id:720575940632303441,,,intrinsic,,,MX12,DNg12,id:32424,,,acetylcholine,,MX12_R_10,,neck_connective,right,descending,[110704  50112    453],2664.171424
23,720575941390725270,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A049,,,,,intrinsic,,,13A,IN13A049,id:156928,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[147040 141968   2325],3080.8964
24,720575941390728598,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A084,,,,,intrinsic,,,20A.22A,IN20A.22A084,id:30151,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[105840 159680   3335],1921.947808
25,720575941390822404,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN09A010,,,,,intrinsic,,,09A,IN09A010,id:11766,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[117088 139360   2431],9602.925568
26,720575941390883478,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN19A133,,,,,intrinsic,,,19A,IN19A133,id:41301,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[147024 136848   3257],2816.362528
27,720575941391038468,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A030,,,,,intrinsic,,,08A,IN08A030,id:19262,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[139600 135072   2794],3714.283504
28,720575941391207574,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN16B075,,,,,intrinsic,,,16B,IN16B075,id:20317,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[124592 134896   2412],1394.083904
29,720575941391252630,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12A016,,,,,intrinsic,,,12A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[154816 164288   3693],4467.404528
30,720575941391252886,front_leg,,leg_motor_neuron,leg_motor,flex_coxa_trochanter_joint,front_leg_motor_neuron,trochanter_flexor_posterior_soma_ProAN,,,,,efferent,,,,,,right_prothoracic_accessory_nerve,,gaba,,,trochanter_flexor_muscle,ventral_nerve_cord,right,motor,[107840 158544   3413],2939.503056
31,720575941391756548,,,descending_neuron,,,,DNfl028,,,,,intrinsic,,,,DNfl028,id:26332,,,acetylcholine,,MX12_L_38,,neck_connective,left,descending,,4434.224448
32,720575941391789060,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B055,,,,,intrinsic,,,16B,IN16B055,id:22712,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[125744 137584   2160],2727.3492
33,720575941391792388,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B098,,,,,intrinsic,,,16B,IN16B098,id:27532,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[123296 136784   2522],2919.134656
34,720575941391853572,,front_leg,chordotonal_organ_neuron,proprioception,position,front_leg_claw_chordotonal_organ_neuron,SNpp51,,,,,afferent,,,,SNpp51,id:103757,right_prothoracic_leg_nerve,,gaba,acetylcholine,claw,chordotonal_organ,ventral_nerve_cord,right,sensory,,2174.547488
35,720575941392039574,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B050,,,,,intrinsic,,,04B,IN04B050,id:19446,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[129872 162032   1808],4193.809872
36,720575941392594070,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:41762993783,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory,,498.719744
37,720575941392812548,,,descending_neuron,,,,DNp26,DNp26,id:720575940627732361,,,intrinsic,DNp26,id:1100404634,putative_primary,DNp26,id:10681,,,acetylcholine,,,,neck_connective,right,descending,[94464 52464  3837],25654.726176
38,720575941393196950,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940621629578,,,intrinsic,,,PSp2,DNht001,id:31497,,,acetylcholine,,,,neck_connective,right,descending,[118080  51200   4224],2792.639856
39,720575941393242628,,,descending_neuron,,,,DNp30,DNp30,id:720575940633228103,,,intrinsic,,,putative_primary,DNp30,id:17211,,Dsk,serotonin,,,,neck_connective,right,descending,[108208  51488   4315],42283.805792
40,720575941393480342,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta40,,,,,afferent,,,,SNta40,id:146676,right_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,,sensory,,377.218384
41,720575941393489814,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A061,,,,,intrinsic,,,13A,IN13A061,id:37692,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[148832 139936   2479],3927.223104
42,720575941393503382,,"front_leg,trochanter",hair_plate_neuron,proprioception,joint_angle,front_leg_hair_plate_neuron,SNpp52,,,,,afferent,,,,SNpp52,id:11399,left_prothoracic_leg_nerve,,gaba,,,hair_plate,ventral_nerve_cord,left,sensory,,3911.283376
43,720575941393708804,,,,proprioception,,ventral_nerve_cord_bilateral_restricted,IN19A106,,,,,intrinsic,,,19A,IN19A106,id:24040,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[150112 153760   5096],2831.01632
44,720575941393745046,,,ascending_neuron,,,,AN04A001,AN_GNG_165,id:720575940657604737,,,intrinsic,,,04A,AN04A001,id:10823,,,acetylcholine,,,,neck_connective,right,ascending,[121952 174416   2500],22231.594432
45,720575941393748630,,,ascending_neuron,,,,AN01A006,AN_GNG_48,id:720575940618608110,,,intrinsic,,,01A,AN01A006,id:10905,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[ 96368 225344   5603],14537.98624
46,720575941393864342,,,ascending_neuron,,,,ANXXX041,AN_GNG_123,id:720575940639301747,,,intrinsic,,,TBD,ANXXX041,id:12165,,,gaba,,,,neck_connective,right,ascending,[123760 142144   2810],17832.762384
47,720575941394119830,,,descending_neuron,,,,DNp42,DNp42,id:720575940641148149,,,intrinsic,,,PSp3,DNp42,id:11310,,,acetylcholine,,,,neck_connective,right,descending,[99328 52880  4354],32665.46896
48,720575941394131094,,,descending_neuron,,,,DNg26,DNg26,id:720575940605300140,,,intrinsic,,,MX0__prim,DNg26,id:18113,,"AstC,Hug",serotonin,serotonin,Hugin-VNC,,neck_connective,left,descending,[127664  47536    401],12293.28528
49,720575941394472342,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN16B064,,,,,intrinsic,,,16B,,,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[123408 135664   2548],2751.248928
50,720575941394658198,,,descending_neuron,,,,DNge043,DNge043,id:720575940634428058,,,intrinsic,,,putative_primary,DNg37,id:12863,,,gaba,,,,neck_connective,right,descending,[88960 59280  2003],17783.979392
51,720575941394704022,,front_leg,chordotonal_organ_neuron,proprioception,direction,front_leg_hook_chordotonal_organ_neuron,SNpp39,,,,,afferent,,,,SNpp39,id:196644,right_prothoracic_leg_nerve,,gaba,acetylcholine,hook,chordotonal_organ,ventral_nerve_cord,right,sensory,,979.238
52,720575941399042851,,,descending_neuron,,,,DNge077,DNge077,id:720575940614014895,,,intrinsic,,,putative_primary,DNfl025,id:27095,,,acetylcholine,,,,neck_connective,left,descending,[161296  45472   1594],7062.760384
53,720575941399099427,,,descending_neuron,,,,DNfl033,,,,,intrinsic,,,,DNfl033,id:21320,,,acetylcholine,,,,neck_connective,right,descending,[118224  61136   1197],12579.602976
54,720575941399201827,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A061,,,,,intrinsic,,,03A,IN03A061,id:17917,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[153872 162432   4407],5386.857616
55,720575941399314723,,,,,,ventral_nerve_cord_contralateral_restricted,IN13B069,,,,,intrinsic,,,13B,,,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[131360 142528   1877],3011.532608
56,720575941399317539,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B029,,,,,intrinsic,,,13B,IN13B029,id:16999,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[125376 146624   1796],5635.83608
57,720575941399380515,,,descending_neuron,,,,DNg12_e,DNg12_e,id:720575940614588778,,,intrinsic,,,MX12,DNg12,id:27728,,,acetylcholine,,MX12_R_40,,neck_connective,right,descending,[112496  52976    633],4175.217584
58,720575941399414563,front_leg,,leg_motor_neuron,leg_motor,flex_coxa_trochanter_joint,front_leg_motor_neuron,trochanter_flexor_ProAN,,,,,efferent,,,,,,right_prothoracic_accessory_nerve,,gaba,,,trochanter_flexor_muscle,ventral_nerve_cord,right,motor,[118896 141008   2311],9930.48824
59,720575941400285475,,,descending_neuron,,,,DNge125,DNge125,id:720575940605658033,,,intrinsic,,,LB7__prim,DNnt020,id:17279,,,acetylcholine,,,,neck_connective,right,descending,[89040 57056  2189],13846.540176
60,720575941400290851,,,descending_neuron,,,,DNg49,DNg49,id:720575940631299855,,,intrinsic,,id:1345285966,putative_primary,DNg49,id:15047,,,gaba,,,,neck_connective,right,descending,[85024 55280  1881],19724.045984
61,720575941400319779,,,ascending_neuron,,,,AN08B022,AN_VES_GNG_7,id:720575940615669826,,,intrinsic,,,08B,AN08B022,id:14676,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending,[124736 142432   2204],6247.258352
62,720575941400423459,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:41762993783,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory,,642.206288
63,720575941400698403,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12B086,,,,,intrinsic,,,12B,IN12B086,id:27372,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[123088 168256   3038],2645.30088
64,720575941400707875,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A034,,,,,intrinsic,,,08A,IN08A034,id:24993,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[140944 138512   2574],2685.999376
65,720575941400730403,,,single_leg_neuromere,proprioception,,ventral_nerve_cord_contralateral_restricted,IN14A017,,,,,intrinsic,,,14A,IN14A017,id:27260,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[128016 142912   1934],4213.783376
66,720575941400736035,,,,,,ventral_nerve_cord_bilateral_restricted,IN01A052,,,,,intrinsic,,,01A,IN01A052,id:18358,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[135216 134560   2481],3502.939728
67,720575941400788771,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A061,,,,,intrinsic,,,03A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[154784 162448   5030],3970.62816
68,720575941400818723,,,ventral_nerve_cord_dorsal,,,ventral_nerve_cord_bilateral_interconnecting,IN14B007,,,,,intrinsic,,,14B,IN14B007,id:11822,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[141392 141296   2493],11754.838608
69,720575941400887587,,,,,,,,,,,,afferent,,,,,,left_prothoracic_leg_nerve,,,,,,ventral_nerve_cord,left,sensory,,372.2548
70,720575941401454883,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A038,,,,,intrinsic,,,13A,IN13A038,id:19906,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[158096 140384   2801],2754.282464
71,720575941401753379,,,ventral_nerve_cord_serially_convergent,,,ventral_nerve_cord_bilateral_interconnecting,IN07B002,,,,,intrinsic,,,07B,IN07B002,id:10090,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[125184 143376   1821],25381.127408
72,720575941401753635,,,descending_neuron,,,,DNg06,DNg06,id:720575940612698287,,,intrinsic,,,LB12,DNxn100,id:69417,,,acetylcholine,,,,neck_connective,left,descending,[150560  55760   2003],4516.826288
73,720575941401760803,,hind_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNpp52,,,,,afferent,,,,SNpp52,id:17486,left_prothoracic_leg_nerve,,gaba,,,campaniform_sensillum,ventral_nerve_cord,left,sensory,,4044.005056
74,720575941401766435,,,descending_neuron,,,,DNbe007,DNbe007,id:720575940644494752,,,intrinsic,,,putative_primary,DNxl082,id:20029,,,acetylcholine,,,,neck_connective,left,descending,[135264  25568   1623],17703.706976
75,720575941401773091,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN04B078,,,,,intrinsic,,,04B,IN04B078,id:20836,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[140096 160688   2067],3284.927632
76,720575941401776931,,,ventral_nerve_cord_dorsal,,,ventral_nerve_cord_bilateral_interconnecting,IN12A015,,,,,intrinsic,,,12A,IN12A015,id:12723,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[118720 165760   3119],10181.394112
77,720575941401780003,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN08B058,,,,,intrinsic,,,08B,IN08B058,id:16639,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[ 98720 219648   4095],4669.341856
78,720575941401786403,,,descending_neuron,,,,DNpe004,DNpe004,id:720575940605009097,,,intrinsic,,,putative_primary,,,,,acetylcholine,,,,neck_connective,right,descending,[103904  56416   3870],5379.821344
79,720575941401795619,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN17A020,,,,,intrinsic,,,17A,IN17A020,id:11966,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[142576 140688   3157],10739.177504
80,720575941401814307,,,descending_neuron,,,,DNge050,DNge050,id:720575940611813842,,,intrinsic,,,putative_primary,DNxl049,id:11120,,,acetylcholine,,,,neck_connective,left,descending,[156848  55360   2102],44874.320512
81,720575941401962787,,,descending_neuron,,,,DNg104,DNg104,id:720575940631282194,,,intrinsic,,,putative_primary,DNxl101,id:20464,,,octopamine,,,,neck_connective,left,descending,[130976  45360    356],20618.09088
82,720575941402088304,front_leg,,leg_motor_neuron,leg_motor,move_coxa_posterior,front_leg_motor_neuron,sternal_posterior_rotator,,,,,efferent,,,,,,left_prothoracic_accessory_nerve,,gaba,,,sternal_posterior_rotator_muscle,ventral_nerve_cord,left,motor,[155216 156384   4550],16468.428576
83,720575941402468899,,,descending_neuron,,,,DNp17,DNp17,id:720575940610010521,,,intrinsic,,,PSp2,,,,,acetylcholine,,,,neck_connective,right,descending,[118016  48880   4508],3310.878048
84,720575941402551331,,,descending_neuron,,,,DNb03,DNb03,id:720575940634163682,,,intrinsic,,,putative_primary,DNb03,id:21756,,,acetylcholine,,,,neck_connective,left,descending,[146048  27936   2573],8214.731664
85,720575941402626595,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_campaniform_sensillum_neuron,SNpp45,,,,,afferent,,,,SNpp45,id:21155,left_prothoracic_leg_nerve,,gaba,,,campaniform_sensillum,ventral_nerve_cord,left,sensory,,2160.802896
86,720575941402821923,,,descending_neuron,,,,DNp05,DNp05,id:720575940612203482,,,intrinsic,,,putative_primary,DNp05,id:11588,,,acetylcholine,acetylcholine,,,neck_connective,left,descending,[144752  54528   3827],19861.2176
87,720575941402823715,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN09A016,,,,,intrinsic,,,09A,IN09A016,id:14210,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[135952 139152   2562],8743.236032
88,720575941403521648,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A022,,,,,intrinsic,,,03A,IN03A022,id:14193,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[154944 163264   4064],6981.484976
89,720575941403825008,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A074,,,,,intrinsic,,,09A,IN09A074,id:101957,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[124608 142016   2875],1924.521968
90,720575941403907696,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A058,,,,,intrinsic,,,13A,IN13A058,id:21372,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[146208 140912   2414],3074.529264
91,720575941403931248,,,ascending_neuron,,,,ANXXX092,AN_GNG_27,id:720575940627663100,,,intrinsic,,,TBD,ANXXX092,id:15831,,,acetylcholine,,,,neck_connective,left,ascending,[118816 224896   6861],14085.2164
92,720575941404711792,,,descending_neuron,,,,DNpe016,DNpe016,id:720575940614236200,,,intrinsic,PS211,id:1251810443,PSp2,DNxn174,id:15597,,,acetylcholine,,,,neck_connective,right,descending,[122032  53968   4047],17396.438288
93,720575941404724080,,,ventral_nerve_cord_centrifugal,,,ventral_nerve_cord_contralateral_interconnecting,IN10B007,,,,,intrinsic,,,10B,IN10B007,id:11174,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[124384 171872   2870],14209.765952
94,720575941404748144,,,descending_neuron,,,,DNge106,DNge106,id:720575940624484796,,,intrinsic,,,MX12,DNxl097,id:15356,,,acetylcholine,,,,neck_connective,left,descending,[144176  42080    903],12226.560512
95,720575941404813680,,,descending_neuron,,,,DNg36_b,DNg36_b,id:720575940621700789,,,intrinsic,,,LB7,DNut042,id:104296,,,acetylcholine,,,,neck_connective,left,descending,[152688  51792   1744],3515.576288
96,720575941404874352,,,descending_neuron,,,,DNge173,DNge173,id:720575940626557442,,,intrinsic,,,MX12__prim,DNfl021,id:31787,,,acetylcholine,,,,neck_connective,right,descending,[115184  63072   1350],10047.773776
97,720575941404900464,,,ascending_neuron,,,,AN_GNG_SAD_32,AN_GNG_SAD_32,id:720575940631811097,,,intrinsic,,,,,,,,acetylcholine,,,,neck_connective,right,ascending,[128928 137920   2016],2421.291536
98,720575941404981360,,,descending_neuron,,,,DNp17,DNp17,id:720575940628398202,,,intrinsic,,,PSp2,DNp17,id:27448,,,acetylcholine,,,,neck_connective,left,descending,[124800  51360   4256],3895.929888
99,720575941405473327,,,descending_neuron,,,,DNge015,DNge015,id:720575940605656521,,,intrinsic,,,,,,,,acetylcholine,,,,neck_connective,left,descending,[147488  58576   1748],2979.989024
100,720575941405601839,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN12B023,,,,,intrinsic,,,12B,,,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[143088 169600   3202],6564.401808
101,720575941405745776,,,descending_neuron,,,,DNg106,DNg106,id:720575940617035153,,,intrinsic,,,MX3,DNg106,id:29695,,,gaba,,,,neck_connective,left,descending,[126096  61344   1039],7111.66888
102,720575941405745967,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN01A081,,,,,intrinsic,,,01A,IN01A081,id:37164,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[126896 138320   2305],2689.080336
103,720575941405779630,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A072,,,,,intrinsic,,,09A,IN09A072,id:25008,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[121808 138624   2814],2104.856512
104,720575941405820975,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B067,,,,,intrinsic,,,04B,IN04B067,id:38325,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[127904 160096   1676],3506.649824
105,720575941405862062,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B094,,,,,intrinsic,,,04B,IN04B094,id:20520,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic,[122224 165840   2266],3012.14032
106,720575941405868462,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A052,,,,,intrinsic,,,17A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[155456 136208   3337],6998.04648
107,720575941405868656,,,descending_neuron,,,,DNp27,DNp27,id:720575940629413962,,,intrinsic,DNp27,,,DNp27,id:15272,,"AstC,Orcokinin,Trissin",serotonin,acetylcholine,"Allatostatin-C,PMP2",,neck_connective,right,descending,[80560 49024  4257],64205.30848
108,720575941405890928,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta21,,,,,afferent,,,,SNta21,id:37472,left_prothoracic_leg_nerve,,gaba,,,bristle,ventral_nerve_cord,left,sensory,,1177.484848
109,720575941405891246,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN01A077,,,,,intrinsic,,,01A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[135568 143184   2773],2121.569872
110,720575941406488494,front_leg,,leg_motor_neuron,leg_motor,flex_femur_tibia_joint,front_leg_motor_neuron,accessory_tibia_flexor_A,,,,,efferent,,,,Ti flexor MN,id:15321,left_prothoracic_leg_nerve,,gaba,,,accessory_tibia_flexor_muscle,ventral_nerve_cord,left,motor,[148176 138160   2602],6241.72464
111,720575941407410094,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A066,,,,,intrinsic,,,03A,IN03A066,id:20328,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic,[155936 163328   4279],3966.229232
