w_idx,pt_root_id,body_part_effector,body_part_sensory,cell_class,cell_function,cell_function_detailed,cell_sub_class,cell_type,fafb_783_cell_type,fafb_783_match_id,fanc_1116_cell_type,fanc_1116_match_id,flow,hemibrain_121_cell_type,hemibrain_121_match_id,hemilineage,manc_121_cell_type,manc_121_match_id,nerve,neuropeptide_verified,neurotransmitter_predicted,neurotransmitter_verified,other_names,peripheral_target_type,region,side,super_class
1651,720575941502719627,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A035,,,,,intrinsic,,,13A,IN13A035,id:22088,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1652,720575941502734475,,,descending_neuron,,,,DNp38,DNp38,id:720575940632422219,,,intrinsic,,,PSp2,DNp38,id:14307,,,acetylcholine,,,,neck_connective,left,descending
1653,720575941502831959,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta29,,,,,afferent,,,,SNta29,id:34041,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
1654,720575941502832215,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN21A079,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1655,720575941502859351,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B070,,,,,intrinsic,,,04B,IN04B070,id:22783,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1656,720575941503082802,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN03B016,,,,,intrinsic,,,03B,,,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1657,720575941503123339,,,ascending_neuron,,,,AN08B099,AN_GNG_164,id:720575940615385823,,,intrinsic,,,08B,AN08B099,id:21780,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
1658,720575941503131371,,,descending_neuron,,,,DNpe054,DNpe054,id:720575940642411917,,,intrinsic,,,PSp2,DNut042,id:32916,,,acetylcholine,,,,neck_connective,left,descending
1659,720575941503135538,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN14A114,,,,,intrinsic,,,14A,IN14A114,id:32941,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1660,720575941503144587,,,descending_neuron,,,,DNg10,DNg10,id:720575940660224385,,,intrinsic,,,LB6,DNg10,id:41384,,,gaba,,,,neck_connective,left,descending
1661,720575941503251595,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A052,,,,,intrinsic,,,17A,IN17A052,id:14797,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1662,720575941503299132,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN03A018,,,,,intrinsic,,,03A,IN03A018,id:13545,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1663,720575941503334962,,,ascending_neuron,,,,AN10B037,AN_GNG_165,id:720575940622150152,,,intrinsic,,,10B,AN10B037,id:24111,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1664,720575941503389093,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A050,,,,,intrinsic,,,13A,IN13A050,id:166485,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1665,720575941503454187,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A016,,,,,intrinsic,,,20A.22A,IN20A.22A016,id:20022,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1666,720575941503461867,,,descending_neuron,,,,DNge010,DNge010,id:720575940629833020,,,intrinsic,,,,DNml001,id:16605,,,acetylcholine,,,,neck_connective,left,descending
1667,720575941503467429,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_interconnecting,IN20A.22A077,,,,,intrinsic,,,20A.22A,IN20A.22A077,id:26559,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1668,720575941503503676,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A064,,,,,intrinsic,,,19A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1669,720575941503508018,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A030,,,,,intrinsic,,,20A.22A,IN20A.22A030,id:154520,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1670,720575941503517234,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B073,,,,,intrinsic,,,04B,IN04B073,id:101447,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1671,720575941503520235,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN14B005,,,,,intrinsic,,,14B,IN14B005,id:12515,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1672,720575941503524914,,,ascending_neuron,,,,AN05B104,AN_GNG_92,id:720575940603456288,,,intrinsic,,,05B,AN05B104,id:24207,,,acetylcholine,,,,neck_connective,left,ascending
1673,720575941503527147,,,descending_neuron,,,,DNge025,DNge025,id:720575940632303441,,,intrinsic,,,MX12,DNg12,id:31742,,,acetylcholine,,MX12_R_38,,neck_connective,right,descending
1674,720575941503528171,,,descending_neuron,,,,DNg02_h,DNg02_h,id:720575940615679282,,,intrinsic,,,LB12,DNg02,id:18893,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
1675,720575941503528498,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A008,,,,,intrinsic,,,13A,IN13A008,id:20940,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1676,720575941503529522,,,descending_neuron,,,,DNg10,DNg10,id:720575940617689816,,,intrinsic,,,LB6,DNg10,id:41384,,,gaba,,,,neck_connective,left,descending
1677,720575941503534140,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN09A074,,,,,intrinsic,,,09A,IN09A074,id:100347,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1678,720575941503549931,,,descending_neuron,,,,DNg71,DNg71,id:720575940622160560,,,intrinsic,,,MD3,DNg71,id:15546,,,glutamate,,,,neck_connective,right,descending
1679,720575941503592613,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN13A060,,,,,intrinsic,,,13A,IN13A060,id:20792,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1680,720575941503596197,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN11A007,,,,,intrinsic,,,11A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1681,720575941503633829,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A065,,,,,intrinsic,,,03A,IN03A065,id:18398,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1682,720575941503643813,,,,proprioception,,ventral_nerve_cord_bilateral_restricted,IN19A117,,,,,intrinsic,,,19A,IN19A117,id:27801,,,gaba,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1683,720575941503644581,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN09A076,,,,,intrinsic,,,09A,IN09A076,id:27911,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1684,720575941503657893,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B015,,,,,intrinsic,,,04B,IN04B015,id:14024,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1685,720575941503658661,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A026,,,,,intrinsic,,,08A,IN08A026,id:33414,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1686,720575941503689303,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN06A006,,,,,intrinsic,,,06A,IN06A006,id:12098,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1687,720575941503704151,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN12B044,,,,,intrinsic,,,12B,IN12B044,id:23620,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1688,720575941503722546,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNxxxx,,,,,afferent,,,,SNxxxx,id:47532,left_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,left,sensory
1689,720575941503767127,,,descending_neuron,,,,DNpe003,DNpe003,id:720575940633488153,,,intrinsic,,,putative_primary,,,,,acetylcholine,,,,neck_connective,right,descending
1690,720575941503769650,,,descending_neuron,,,,DNg52,DNg52,id:720575940624967463,,,intrinsic,,,MX3,DNg52,id:26159,,,gaba,,,,neck_connective,left,descending
1691,720575941503846706,,,descending_neuron,,,,DNpe011,DNpe011,id:720575940619089005,,,intrinsic,,,PSp2,DNxn128,id:44692,,,acetylcholine,,,,neck_connective,left,descending
1692,720575941504090162,,,descending_neuron,,,,DNae001,DNae001,id:720575940618167579,,,intrinsic,,,WEDd1,DNxl022,id:12939,,,acetylcholine,,,,neck_connective,left,descending
1693,720575941504117042,,,ascending_neuron,,,,AN08B031,AN_5_None,id:720575940634325916,,,intrinsic,,,08B,AN08B031,id:13917,,,acetylcholine,acetylcholine,,,neck_connective,right,ascending
1694,720575941504247575,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN17A001,,,,,intrinsic,,,17A,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1695,720575941504258839,,,descending_neuron,,,,DNge025,DNge025,id:720575940618519454,,,intrinsic,,,MX12,DNg12,id:27728,,,acetylcholine,,MX12_R_33,,neck_connective,right,descending
1696,720575941504331607,,,descending_neuron,,,,DNg110,DNg110,id:720575940623491987,,,intrinsic,,,LB12,DNg110,id:25454,,,acetylcholine,,,,neck_connective,right,descending
1697,720575941504343895,,,,,,ventral_nerve_cord_ipsilateral_interconnecting,IN02A029,,,,,intrinsic,,,02A,IN02A029,id:102429,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1698,720575941504354754,,,ascending_neuron,,,,,,,,,intrinsic,,,,,,,,acetylcholine,,,,neck_connective,right,ascending
1699,720575941504365079,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN14A023,,,,,intrinsic,,,14A,IN14A023,id:18955,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1700,720575941504381463,,,,proprioception,,ventral_nerve_cord_ipsilateral_restricted,IN19A082,,,,,intrinsic,,,19A,IN19A082,id:32872,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1701,720575941504396567,front_leg,,leg_motor_neuron,leg_motor,flex_coxa_trochanter_joint,front_leg_motor_neuron,trochanter_flexor_VProN,,,,,efferent,,,,,,right_ventral_prothoracic_nerve,,gaba,,,trochanter_flexor_muscle,ventral_nerve_cord,right,motor
1702,720575941504418373,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A021,,,,,intrinsic,,,13A,,,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1703,720575941504427714,,,,,,ventral_nerve_cord_bilateral_restricted,IN13B015,,,,,intrinsic,,,13B,IN13B015,id:13236,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1704,720575941504432834,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN01B044,,,,,intrinsic,,,01B,IN01B044,id:30461,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1705,720575941504465989,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN12B072,,,,,intrinsic,,,12B,IN12B072,id:22517,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1706,720575941504493637,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN08A026,,,,,intrinsic,,,08A,IN08A026,id:22756,,,glutamate,glutamate,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1707,720575941504498501,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A052,,,,,intrinsic,,,20A.22A,IN20A.22A052,id:22757,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1708,720575941504504389,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN14A037,,,,,intrinsic,,,14A,IN14A037,id:25974,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1709,720575941504526386,,,descending_neuron,,,,DNg55,DNg55,id:720575940622010373,,,intrinsic,,,MD0__prim,DNg55,id:14904,,,gaba,,BDN3,,neck_connective,right,descending
1710,720575941504526898,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN19A001,,,,,intrinsic,,,19A,IN19A001,id:10213,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1711,720575941504555570,,,ascending_neuron,,,,AN05B005,AN_8_None,id:720575940634224540,,,intrinsic,,,05B,AN05B005,id:10159,,,gaba,gaba,,,neck_connective,right,ascending
1712,720575941504558661,,,,proprioception,,ventral_nerve_cord_ipsilateral_restricted,IN04B101,,,,,intrinsic,,,04B,IN04B101,id:152655,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1713,720575941504602418,,,descending_neuron,,,,DNge130,DNge130,id:720575940632043320,,,intrinsic,,,,DNxn129,id:27359,,,acetylcholine,,,,neck_connective,right,descending
1714,720575941504630507,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A008,,,,,intrinsic,,,21A,IN21A008,id:171761,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1715,720575941504652482,,,descending_neuron,,,,DNae009,DNae009,id:720575940620322497,,,intrinsic,,,WEDd1,DNxn124,id:11286,,,acetylcholine,,,,neck_connective,left,descending
1716,720575941504674754,,,ascending_neuron,,,,AN10B024,AN_VES_WED_2,id:720575940628400650,,,intrinsic,,,10B,AN10B024,id:16609,,,acetylcholine,acetylcholine,,,neck_connective,left,ascending
1717,720575941504679106,,,descending_neuron,,,,DNde002,DNde002,id:720575940639170723,,,intrinsic,,,putative_primary,DNxl078,id:21270,,,acetylcholine,,,,neck_connective,right,descending
1718,720575941504687810,,,descending_neuron,,,,DNpe037,DNpe037,id:720575940623274966,,,intrinsic,,,DM6_central2,DNxn113,id:28617,,,acetylcholine,,,,neck_connective,left,descending
1719,720575941504703938,,,descending_neuron,,,,DNb02,DNb02,id:720575940616936226,,,intrinsic,,,putative_primary,DNb02,id:18445,,,glutamate,glutamate,,,neck_connective,left,descending
1720,720575941504723138,,,,,,ventral_nerve_cord_bilateral_restricted,IN04B047,,,,,intrinsic,,,04B,IN04B047,id:17351,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1721,720575941504723906,,,ascending_neuron,,,,AN05B017,AN_GNG_101,id:720575940641229520,,,intrinsic,,,05B,AN05B017,id:12129,,,gaba,gaba,,,neck_connective,left,ascending
1722,720575941504759612,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B111,,,,,intrinsic,,,04B,IN04B111,id:164146,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1723,720575941504810290,,,descending_neuron,,,,DNg90,DNg90,id:720575940605513649,,,intrinsic,,,MX3,DNg90,id:14935,,,gaba,,,,neck_connective,right,descending
1724,720575941504860354,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN19B003,,,,,intrinsic,,,19B,IN19B003,id:11057,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1725,720575941504860978,,,ascending_neuron,,,,AN27X011,AN_multi_4,id:720575940637388004,,,intrinsic,,,27X,AN27X011,id:11392,,,acetylcholine,,,,neck_connective,left,ascending
1726,720575941504891045,,,single_leg_neuromere,,,ventral_nerve_cord_bilateral_restricted,IN01A038,,,,,intrinsic,,,01A,IN01A038,id:15881,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1727,720575941505033010,,,descending_neuron,,,,DNp52,DNp52,id:720575940625513360,,,intrinsic,,,putative_primary,,,,,acetylcholine,,,,central_brain,right,descending
1728,720575941505063996,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN13A020,,,,,intrinsic,,,13A,IN13A020,id:16744,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1729,720575941505092517,,front_leg,campaniform_sensillum_neuron,proprioception,mechanical_strain,front_leg_bilateral_campaniform_sensillum_neuron,,,,,,afferent,,,,,,right_prothoracic_leg_nerve,,acetylcholine,,,campaniform_sensillum,ventral_nerve_cord,right,sensory
1730,720575941505102396,,,,,,ventral_nerve_cord_bilateral_restricted,IN16B061,,,,,intrinsic,,,16B,IN16B061,id:22519,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1731,720575941505104444,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A083,,,,,intrinsic,,,20A.22A,IN20A.22A083,id:31222,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1732,720575941505181093,,,single_leg_neuromere,,,ventral_nerve_cord_contralateral_restricted,IN13B012,,,,,intrinsic,,,13B,IN13B012,id:12738,,,gaba,gaba,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1733,720575941505204293,,,,,,,,,,,,intrinsic,,,,,,,,gaba,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1734,720575941505212325,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN08B054,,,,,intrinsic,,,08B,IN08B054,id:17595,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1735,720575941505215548,,front_leg,bristle_neuron,tactile,,front_leg_bristle_neuron,SNta34,,,,,afferent,,,,SNta34,id:51045,right_prothoracic_leg_nerve,,acetylcholine,,,bristle,ventral_nerve_cord,right,sensory
1736,720575941505230501,,,ventral_nerve_cord_centripetal,gustatory,,ventral_nerve_cord_bilateral_restricted,IN23B018,,,,,intrinsic,,,23B,IN23B018,id:158065,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1737,720575941505242789,,,descending_neuron,,,,DNg52,DNg52,id:720575940628881576,,,intrinsic,,,MX3,DNg52,id:26574,,,gaba,,,,neck_connective,right,descending
1738,720575941505257893,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN21A087,,,,,intrinsic,,,21A,IN21A087,id:44589,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1739,720575941505410876,,,descending_neuron,,,,DNge057,DNge057,id:720575940627403578,,,intrinsic,,,,DNfl020,id:31408,,,acetylcholine,,,,neck_connective,left,descending
1740,720575941505537986,,,descending_neuron,,,,DNp11,DNp11,id:720575940620054694,,,intrinsic,,,putative_primary,DNp11,id:10122,,,acetylcholine,acetylcholine,,,neck_connective,left,descending
1741,720575941505541154,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN21A079,,,,,intrinsic,,,21A,,,,,glutamate,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1742,720575941505568069,front_leg,,leg_motor_neuron,leg_motor,flex_coxa_trochanter_joint,front_leg_motor_neuron,trochanter_flexor_ProAN,,,,,efferent,,,24B.25B,Tr flexor MN,id:18440,right_prothoracic_accessory_nerve,,acetylcholine,glutamate,,trochanter_flexor_muscle,ventral_nerve_cord,right,motor
1743,720575941505660801,front_leg,,leg_motor_neuron,leg_motor,pull_long_tendon,front_leg_motor_neuron,long_tendon_muscle_B,,,,,efferent,,,,,,left_prothoracic_leg_nerve,,,,,long_tendon_muscle,ventral_nerve_cord,left,motor
1744,720575941505673566,,,descending_neuron,,,,DNg82,DNg82,id:720575940628582607,,,intrinsic,,,LB12,DNg82,id:18765,,,acetylcholine,,,,neck_connective,right,descending
1745,720575941505687234,,,,,,,,,,,,intrinsic,,,,,,,,acetylcholine,,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1746,720575941505744197,,,,,,ventral_nerve_cord_bilateral_interconnecting,IN21A089,,,,,intrinsic,,,21A,IN21A089,id:31752,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1747,720575941505767970,,,descending_neuron,,,,DNg20,DNg20,id:720575940637648485,,,intrinsic,,,MX3,DNg20,id:18351,,,gaba,,,,neck_connective,left,descending
1748,720575941505797682,,,descending_neuron,,,,DNge149,DNge149,id:720575940607384242,,,intrinsic,,,LB0_anterior,DNxl126,id:11254,,,octopamine,,,,neck_connective,right,descending
1749,720575941505798238,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN04B034,,,,,intrinsic,,,04B,IN04B034,id:102322,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1750,720575941505853057,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN03A069,,,,,intrinsic,,,03A,IN03A069,id:19249,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1751,720575941505866113,,,,,,ventral_nerve_cord_contralateral_restricted,IN12B065,,,,,intrinsic,,,12B,IN12B065,id:23498,,,gaba,gaba,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1752,720575941505874561,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN04B031,,,,,intrinsic,,,04B,,,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1753,720575941505907991,,,single_leg_neuromere,,,ventral_nerve_cord_ipsilateral_restricted,IN20A.22A024,,,,,intrinsic,,,20A.22A,IN20A.22A024,id:21891,,,acetylcholine,acetylcholine,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1754,720575941505921665,,,,,,ventral_nerve_cord_ipsilateral_restricted,IN02A033,,,,,intrinsic,,,02A,IN02A033,id:33890,,,glutamate,glutamate,,,ventral_nerve_cord,right,ventral_nerve_cord_intrinsic
1755,720575941505929089,,,,proprioception,,ventral_nerve_cord_contralateral_restricted,IN14A089,,,,,intrinsic,,,14A,IN14A089,id:157446,,,glutamate,,,,ventral_nerve_cord,left,ventral_nerve_cord_intrinsic
1756,720575941505929506,,,descending_neuron,,,,DNg02_c,DNg02_c,id:720575940625144061,,,intrinsic,,,LB12,DNg02,id:21714,,,acetylcholine,acetylcholine,,,neck_connective,right,descending
