,none,E1,E2,E4,E5,I2
0,0.4420158863067627,0.0,0.0,0.0,0.0,0.8720043897628784
1,0.770396888256073,0.0,0.0,0.0,0.2131167501211166,0.9336012005805968
2,0.6264044642448425,0.0,0.0,0.0,0.8256567716598511,0.999167799949646
3,0.9933502078056335,0.0,0.0,0.0,0.1147052496671676,0.9904429316520692
4,0.9616743922233582,0.0,0.0,0.0,0.9997297525405884,0.9876177310943604
5,0.8051190376281738,0.0,0.0,0.03651899844408035,0.879167377948761,0.9991694688796996
6,0.6867240071296692,0.0,0.0,0.0,0.074763998389244,0.8421780467033386
7,0.659814715385437,0.0,0.0220828577876091,0.0,0.1095832511782646,0.9534236192703248
8,0.8427066206932068,0.0,0.0,0.0,0.2121810019016266,0.8938642740249634
9,0.697864294052124,0.0,0.0,0.04907374829053879,0.6296507120132446,0.8930861353874207
10,0.6248234510421753,0.0,0.0,0.0,0.0157180000096559,0.9358833432197572
11,0.0,0.0,0.0,0.01923925057053566,0.1578720062971115,0.9661238789558412
12,0.5429975390434265,0.0,0.0,0.0,0.0488765984773635,0.9247007966041564
13,0.7466680407524109,0.0,0.0,0.0,0.135525494813919,0.9845002293586732
14,0.6542487144470215,0.0,0.0,0.0,0.0,0.999431610107422
15,0.5646687746047974,0.0,0.0,0.0,0.0863197520375251,0.8866904377937317
16,0.6202675104141235,0.0,0.0,0.0,0.0529046654701232,0.9994632005691528
17,0.9956676959991456,0.0,0.0,0.0,0.026205001398921,0.9953901767730712
18,0.6842801570892334,0.0,0.0,0.0,0.1257465034723281,0.9939800500869752
19,0.5610422492027283,0.0,0.0,0.0,0.044633999466896,0.9384994506835938
20,0.6409290432929993,0.0,0.0,0.0,0.1427687406539917,0.9918596148490906
21,0.8261584043502808,0.0,0.0,0.0,0.1100779995322227,0.9963521361351012
22,0.5302694439888,0.0,0.0,0.0,0.0,0.9307163953781128
23,0.3712629079818725,0.0,0.0,0.025076499208807945,0.0,0.9376803040504456
24,0.5136138796806335,0.0,0.0,0.0,0.3806324005126953,0.9982784986495972
25,0.5150039196014404,0.0,0.0,0.0,0.9827309846878052,0.994748055934906
26,0.7696822285652161,0.0,0.0,0.0,0.0649532526731491,0.9943783283233644
27,0.6635550260543823,0.0,0.0,0.0,0.1038959994912147,0.9348881244659424
28,0.8505919575691223,0.0,0.0,0.020884249359369278,0.7385269999504089,0.9801169633865356
29,0.5799190402030945,0.0,0.0,0.0,0.0715675055980682,0.9999385476112366
30,0.5608752369880676,0.0,0.0,0.0,0.2112254947423935,0.9971409440040588
31,0.8717487454414368,0.0,0.0,0.0,0.3232103884220123,0.987894892692566
32,0.7457988262176514,0.0,0.0,0.0,0.0855084955692291,0.9931944012641908
33,0.5484146475791931,0.0,0.0,0.0,0.0,0.997758150100708
34,0.8872672319412231,0.0,0.0,0.0,0.9982914328575134,0.9962189197540284
35,0.9576144814491272,0.0,0.0,0.0,0.082475334405899,0.9919480085372924
36,0.3782097697257995,0.0,0.0,0.0,0.0,0.5972468256950378
37,0.5341101884841919,0.0,0.0,0.0,0.0538726672530174,0.8935912251472473
38,0.7613889575004578,0.0,0.0,0.0,0.0613932013511657,0.991693079471588
39,0.7126914262771606,0.0,0.0,0.0,0.0422097481787204,0.9399306178092957
40,0.8505062460899353,0.0,0.0,0.0,0.2141836732625961,0.9984070062637328
41,0.5836815237998962,0.0,0.0,0.0,0.1975862383842468,0.99478679895401
42,0.4030244946479797,0.0,0.0,0.0,0.577809751033783,0.9424067735671996
43,0.808360755443573,0.0,0.0,0.0,0.1586187481880188,0.8877558708190918
44,0.2869078516960144,0.0,0.0,0.0,0.0,0.9096470475196838
45,0.4006879329681396,0.0,0.0,0.0,0.997054398059845,0.9401700496673584
46,0.6452986598014832,0.0,0.0,0.0,0.7167941927909851,0.9703441858291626
47,0.3112842440605163,0.0,0.0,0.0,0.0172537490725517,0.8871318101882935
48,0.9981421232223512,0.0,0.0,0.0,0.172823816537857,0.9973383545875548
49,0.9949119687080384,0.0,0.0,0.0,0.0856222510337829,0.9112406373023988
50,0.6358047723770142,0.0,0.0,0.0,0.1146254986524581,0.9358424544334412
51,0.9977447390556335,0.0,0.0,0.0,0.1040753945708274,0.96815025806427
52,0.6508214473724365,0.0,0.0,0.0,0.0203497502952814,0.9749860167503356
53,0.4016156196594238,0.0,0.0,0.0,0.0239643342792987,0.9432130455970764
54,0.866353452205658,0.0,0.0,0.0,0.0307467505335807,0.9831645488739014
55,0.6854465007781982,0.0,0.0,0.0,0.0355030000209808,0.963999330997467
56,0.8414133787155151,0.0,0.0,0.0,0.9996660351753236,0.9841333031654358
57,0.1936533451080322,0.0,0.0,0.0,0.0,0.9371318817138672
58,0.754757821559906,0.0,0.0,0.0,0.0426460020244121,0.9969342947006226
59,0.7897809743881226,0.0,0.027515834197402,0.0,0.9090193510055542,0.9326176047325134
60,0.3446048498153686,0.0,0.0,0.0,0.0791517496109008,0.9987527132034302
61,0.6535028219223022,0.0,0.0,0.0,0.0,0.9874041080474854
62,0.7359213829040527,0.0,0.0,0.0,0.1450105011463165,0.9461255669593812
63,0.8722796440124512,0.0,0.0,0.0,0.2806724011898041,0.9818046689033508
64,0.7561783790588379,0.0,0.0,0.0,0.0863292515277862,0.9997246861457824
65,0.9966681599617004,0.0,0.0,0.0,0.9998878836631776,0.981793999671936
66,0.8416287899017334,0.0,0.0,0.0,0.0,0.983338475227356
67,0.893612265586853,0.0,0.0,0.0,0.4928888380527496,0.9999472498893738
68,0.7466481328010559,0.0,0.0,0.0,0.1428697556257248,0.9767165780067444
69,0.9956396222114564,0.0,0.0,0.0,0.0461339987814426,0.9869120717048644
70,0.695392370223999,0.0,0.0,0.0,0.0740620046854019,0.9747893810272216
71,0.6480849981307983,0.0,0.0,0.0,0.0146340001374483,0.9399959444999696
72,0.7790337800979614,0.0,0.0,0.0,0.0771332532167434,0.9926677346229552
73,0.7637752294540405,0.0,0.0,0.0,0.1146700009703636,0.8926575183868408
74,0.9931252002716064,0.0,0.0,0.0,0.1405944973230362,0.9760103225708008
75,0.9980074763298036,0.0,0.0,0.0,0.1810312122106552,0.9403112530708312
76,0.7978193163871765,0.0,0.0,0.0,0.1494694948196411,0.9583094120025636
77,0.7528148889541626,0.0,0.0,0.0,0.0767014995217323,0.999152898788452
78,0.9940656423568726,0.0,0.0,0.0,0.3309575021266937,0.9353516101837158
79,0.9951459169387816,0.0,0.0,0.0,0.141184002161026,0.9990127682685852
80,0.944851577281952,0.0,0.0,0.0,0.9991940259933472,0.9993748664855956
81,0.752936065196991,0.0486488565802574,0.0,0.0,0.1264850050210952,0.8853039145469666
82,0.7150672078132629,0.0,0.0,0.0,0.8381471633911133,0.986972451210022
83,0.6532780528068542,0.0,0.0,0.0,0.0,0.9964970350265504
84,0.8241767287254333,0.0,0.0,0.0,0.0,0.9397318959236144
85,0.9968731999397278,0.0,0.0,0.0,0.1429520100355148,0.9473626017570496
86,0.7998563647270203,0.0,0.0,0.0,0.025017000734806,0.999911904335022
87,0.5361161231994629,0.0,0.0,0.0,0.0375714004039764,0.8773690462112427
88,0.5890618562698364,0.0,0.0,0.0,0.1073421984910965,0.9117295145988464
89,0.7146080732345581,0.0,0.0,0.0,0.9530701637268066,0.9998600482940674
90,0.8971554636955261,0.0,0.0,0.0,0.994874894618988,0.9994853734970092
91,0.7947903871536255,0.0,0.0,0.0,0.5373343229293823,0.9701436758041382
92,0.8719220757484436,0.0,0.0,0.0,0.2715204954147339,0.9996023774147034
93,0.600520670413971,0.0,0.0,0.0,0.0504534989595413,0.9923971891403198
94,0.8657362461090088,0.0,0.0,0.0,0.104041002690792,0.886951744556427
95,0.9955055713653564,0.0,0.0,0.0,0.0197047498077154,0.9779544472694396
96,0.9858078360557556,0.0,0.0,0.0,0.2502189874649048,0.9965985417366028
97,0.5325772762298584,0.016562333330512,0.0,0.0,0.0532319992780685,0.9339922070503236
98,0.8209008574485779,0.0,0.0,0.0,0.9986945986747742,0.9721363186836244
99,0.2729970216751098,0.0,0.0,0.0,0.0756477490067482,0.9988868236541748
100,0.5793546438217163,0.0,0.0,0.0,0.7856003642082214,0.9375618696212769
101,0.9947697520256042,0.0,0.0,0.0,0.3067790269851684,0.9832574129104614
102,0.4870889186859131,0.0,0.0,0.0,0.0214178003370761,0.9988822340965272
103,0.6517971754074097,0.0,0.0,0.0,0.2527537941932678,0.9961089491844176
104,0.7127594947814941,0.0,0.0,0.0,0.1309202462434768,0.9886398315429688
105,0.7921763062477112,0.0,0.0,0.0,0.9992020726203918,0.9719333052635192
106,0.6982114911079407,0.0116183338686823,0.0,0.0,0.041732333600521,0.9999544620513916
107,0.996961772441864,0.0,0.0,0.0,0.1767690032720565,0.9745776057243348
108,0.6391985416412354,0.0,0.0,0.0,0.126773253083229,0.948525071144104
109,0.585211455821991,0.0,0.0,0.0,0.0149854999035596,0.999208688735962
110,0.6617398262023926,0.0,0.0,0.0,0.6415780186653137,0.9433146715164183
111,0.9993507266044616,0.0,0.0,0.0,0.451486587524414,0.9991201758384703
112,0.7963308691978455,0.0,0.0,0.0,0.4705698192119598,0.9860846400260924
113,0.9964439272880554,0.0,0.0,0.0,0.2467457354068756,0.9790483117103576
114,0.4280364215373993,0.0,0.0,0.0,0.0,0.8548886179924011
115,0.8731011152267456,0.0,0.0,0.0,0.4870314300060272,0.9931966066360474
116,0.9954513311386108,0.0,0.0,0.0,0.8171976208686829,0.9966517090797424
117,0.7369160056114197,0.0,0.0,0.0,0.0635340064764022,0.9991891384124756
118,0.9963847994804382,0.0,0.0,0.0,0.3981517553329468,0.9995299577713012
119,0.715714156627655,0.0,0.0,0.0,0.789472222328186,0.9995442628860474
120,0.5932371616363525,0.0,0.0,0.0,0.0478454008698463,0.9990772604942322
121,0.9536496996879578,0.0,0.0,0.0659632533788681,0.1263215988874435,0.8876831531524658
122,0.8059658408164978,0.0,0.0,0.0,0.03330560028553,0.9719931483268738
123,0.8136532306671143,0.0,0.0,0.0,0.3268699944019317,0.976396143436432
124,0.7926557064056396,0.0,0.0,0.0,0.936102032661438,0.9999802112579346
125,0.9130470156669616,0.0,0.0,0.0,0.1431303322315216,0.9988795518875122
126,0.2114163488149643,0.0,0.0,0.0,0.0,0.3888238072395324
127,0.4022851884365082,0.0,0.0,0.0,0.1961444914340973,0.9991422295570374
128,0.9955673217773438,0.0,0.0,0.0,0.9993171691894532,0.998946249485016
129,0.7698519825935364,0.0,0.0,0.0379210002720356,0.9626872539520264,0.999409019947052
130,0.4714908897876739,0.0,0.0,0.0,0.0139854000881314,0.9863432049751282
131,0.6174678802490234,0.0,0.0,0.0,0.0644934996962547,0.9994394779205322
132,0.7740464806556702,0.0,0.0,0.0,0.1671467423439026,0.951949179172516
133,0.5336552262306213,0.0375508368015289,0.0,0.0,0.1986050009727478,0.9300930500030518
134,0.8243198394775391,0.0,0.0,0.0,0.1598855108022689,0.9999119639396667
135,0.3424378335475921,0.0,0.0,0.0,0.1680106520652771,0.9984416961669922
136,0.4660407304763794,0.0,0.0,0.0,0.8126644492149353,0.9650381207466124
137,0.5539625883102417,0.0,0.0,0.0,0.1240793988108635,0.9998939633369446
138,0.9951819777488708,0.0,0.0,0.0,0.2286116182804107,0.9404178857803344
139,0.8538641333580017,0.0,0.0,0.0,0.9993687868118286,0.9991907477378844
140,0.6379379630088806,0.0,0.0,0.0,0.0,0.9874557852745056
141,0.7352254390716553,0.0,0.0,0.0,0.5489222407341003,0.9404025673866272
142,0.46437868475914,0.0,0.0,0.0,0.079049251973629,0.9428882598876952
143,0.625349223613739,0.0,0.0,0.0,0.7885124087333679,0.887461245059967
144,0.3739453256130218,0.0194638334214687,0.0,0.0,0.0764153972268104,0.9996259808540344
145,0.6659062504768372,0.0,0.0,0.0,0.1532922089099884,0.9045904278755188
146,0.731189489364624,0.0,0.0,0.0,0.9689769744873048,0.9916728138923644
147,0.4812402427196502,0.0,0.0,0.0,0.0424984991550445,0.9854320883750916
148,0.7654063105583191,0.0,0.0,0.0,0.3411347568035126,0.9959566593170166
149,0.6240726709365845,0.0,0.0,0.0,0.0,0.939369022846222
150,0.850562572479248,0.0,0.011612500064074993,0.0,0.9918319582939148,0.9379910230636596
151,0.5891451835632324,0.0,0.0,0.0,0.0,0.9972991943359376
152,0.6563355326652527,0.0,0.0,0.0,0.0344237498939037,0.93988436460495
153,0.8477240800857544,0.0,0.0,0.0,0.0178954992443323,0.9997501969337464
154,0.6843277215957642,0.0,0.0,0.0,0.9760509729385376,0.9962705969810486
155,0.9395601749420166,0.0,0.0,0.0,0.224141389131546,0.996201753616333
156,0.6980804204940796,0.0,0.0,0.0,0.9994889497756958,0.9757710695266724
157,0.8826580047607422,0.0,0.0,0.0,0.1854677498340606,0.9853148460388184
158,0.4855214655399322,0.0,0.0,0.0,0.0,0.8473617434501648
159,0.9995756149291992,0.0,0.0,0.0,0.999450981616974,0.9641989469528198
160,0.9933655261993408,0.0,0.0,0.0,0.1207527518272399,0.9097067713737488
161,0.9833862781524658,0.0,0.0,0.0,0.4674083888530731,0.986771047115326
162,0.8873690366744995,0.0,0.012133428826928139,0.0,0.9985966086387634,0.9856716394424438
163,0.5911178588867188,0.0,0.0,0.0,0.0,0.9991940259933472
164,0.9994670748710632,0.0,0.0,0.0,0.6453008055686951,0.9991734027862548
165,0.9972155690193176,0.0191413350403308,0.0,0.0,0.9998060464859008,0.9996119737625122
166,0.9142731428146362,0.0,0.0,0.0,0.7934628129005432,0.9797154664993286
167,0.9152563214302064,0.0,0.0,0.0,0.0402005016803741,0.9999581575393676
168,0.6722310185432434,0.0,0.0,0.0,0.0886005982756614,0.995276689529419
169,0.8455058932304382,0.0,0.0,0.0,0.0937874019145965,0.9938188195228576
170,0.6519371867179871,0.0,0.0,0.0,0.1228110045194625,0.983176052570343
171,0.3833424150943756,0.0,0.0,0.0,0.0991697534918785,0.9999223351478576
172,0.8151814341545105,0.0,0.0,0.0,0.0920969992876052,0.9395332932472228
173,0.9973908066749572,0.0,0.0,0.0,0.6215006709098816,0.968097984790802
174,0.5404554605484009,0.0,0.0,0.0,0.188930794596672,0.9996346831321716
175,0.9992157816886902,0.0,0.0,0.0,0.2702538073062897,0.9959997534751892
176,0.9951469898223876,0.0,0.0,0.0,0.0140410000458359,0.9888587594032288
177,0.8211972117424011,0.0,0.0,0.0,0.0179033335298299,0.9992398023605348
178,0.659558117389679,0.0,0.04146786034107208,0.0,0.9866615533828736,0.9947241544723512
179,0.6815356612205505,0.0,0.0,0.0,0.1171602457761764,0.9002753496170044
180,0.6518988013267517,0.0,0.0,0.0,0.0614665001630783,0.9987530708312988
181,0.6008131504058838,0.0,0.0,0.0,0.1508352011442184,0.981559991836548
182,0.7208095788955688,0.0,0.0,0.0,0.8620136380195618,0.9987303614616394
183,0.5650367140769958,0.0,0.0,0.0,0.236232504248619,0.9786806106567384
184,0.896997332572937,0.0,0.0,0.0,0.2104569971561432,0.9998656511306764
185,0.5571966767311096,0.0,0.0,0.0,0.0420682504773139,0.9986904859542848
186,0.6365460157394409,0.0,0.0,0.0,0.0726442486047744,0.8721716403961182
