,bodyId,type,instance,superclass,subclass,hemilineage,size,predictedNt,predictedNtProb,consensusNt,somaSide,rootSide,motor module,step contribution,class
3811,905665,IN20A.22A016,IN20A.22A016_R,vnc_intrinsic,,,442287230,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3812,905668,SNpp39,,vnc_sensory,chordotonal organ,,115408220,acetylcholine,,acetylcholine,,R,,,sensory neuron
3813,905672,IN13A043,IN13A043_R,vnc_intrinsic,IR,,565672266,gaba,,gaba,R,,,,intrinsic neuron
3814,905700,IN12A013,IN12A013_L,vnc_intrinsic,BI,,1958568613,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3815,905706,IN13B069,IN13B069_L,vnc_intrinsic,CR,,420091875,gaba,,gaba,L,,,,intrinsic neuron
3816,905711,IN03A078,IN03A078_L,vnc_intrinsic,IR,,662649617,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3817,905722,IN20A.22A089,IN20A.22A089_L,vnc_intrinsic,IR,,237234156,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3818,905723,IN23B022,IN23B022_L,vnc_intrinsic,BI,,773568943,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3819,905729,IN03A013,IN03A013_R,vnc_intrinsic,IR,,2075786579,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3820,905730,IN11A008,IN11A008_L,vnc_intrinsic,,,984412228,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3821,905773,"IN14A048, IN14A102","IN14A048, IN14A102_L",vnc_intrinsic,,,332185966,glutamate,,glutamate,L,,,,intrinsic neuron
3822,905774,IN13A049,IN13A049_R,vnc_intrinsic,IR,,531175966,gaba,,gaba,R,,,,intrinsic neuron
3823,905776,IN12B030,IN12B030_L,vnc_intrinsic,BR,,805620593,gaba,,gaba,L,,,,intrinsic neuron
3824,905820,IN04B069,IN04B069_R,vnc_intrinsic,IR,,698115528,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3825,905860,IN13A007,IN13A007_R,vnc_intrinsic,IR,,979306159,gaba,,gaba,R,,,,intrinsic neuron
3826,905861,IN21A035,IN21A035_L,vnc_intrinsic,IR,,717459962,glutamate,,glutamate,L,,,,intrinsic neuron
3827,905862,IN14A074,IN14A074_R,vnc_intrinsic,,,336970149,glutamate,,glutamate,R,,,,intrinsic neuron
3828,905866,IN13B070,IN13B070_R,vnc_intrinsic,CR,,539720116,gaba,,gaba,R,,,,intrinsic neuron
3829,905868,IN20A.22A042,IN20A.22A042_L,vnc_intrinsic,IR,,331866684,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3830,905887,IN20A.22A007,IN20A.22A007_L,vnc_intrinsic,IR,,1259825836,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3831,905898,IN20A.22A053,IN20A.22A053_R,vnc_intrinsic,,,494576593,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3832,905910,IN19A013,IN19A013_L,vnc_intrinsic,IR,,3901263033,gaba,,gaba,L,,,,intrinsic neuron
3833,905943,IN03A018,IN03A018_R,vnc_intrinsic,BI,,1513471388,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3834,905945,IN16B058,IN16B058_R,vnc_intrinsic,BR,,621535089,glutamate,,glutamate,R,,,,intrinsic neuron
3835,905968,IN04B013,IN04B013_R,vnc_intrinsic,,,1262236568,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3836,905969,IN04B026,IN04B026_R,vnc_intrinsic,IR,,1430304011,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3837,905972,IN17A061,IN17A061_L,vnc_intrinsic,IR,,1112539295,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3838,905982,IN20A.22A056,IN20A.22A056_L,vnc_intrinsic,,,413245478,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3839,905990,IN20A.22A011,IN20A.22A011_L,vnc_intrinsic,BR,,950073599,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3840,906001,IN20A.22A016,IN20A.22A016_R,vnc_intrinsic,,,608433864,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3841,906020,ANXXX145,ANXXX145_L,ascending_neuron,BA,,1922042454,acetylcholine,,acetylcholine,L,,,,ascending neuron
3842,906096,IN04B102,IN04B102_R,vnc_intrinsic,,,459499450,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3843,906103,IN08A050,IN08A050_L,vnc_intrinsic,BR,,316576566,glutamate,,glutamate,L,,,,intrinsic neuron
3844,906105,IN16B056,IN16B056_L,vnc_intrinsic,BR,,606297932,glutamate,,glutamate,L,,,,intrinsic neuron
3845,906172,IN12B022,IN12B022_L,vnc_intrinsic,CR,,916950712,gaba,,gaba,L,,,,intrinsic neuron
3846,906179,IN11A039,IN11A039_L,vnc_intrinsic,,,488221846,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3847,906184,IN20A.22A035,IN20A.22A035_L,vnc_intrinsic,,,427026241,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3848,906196,IN03A094,IN03A094_R,vnc_intrinsic,IR,,334202743,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3849,906197,IN03A094,IN03A094_R,vnc_intrinsic,,,422634185,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3850,906251,SNpp19,,vnc_sensory,hair plate,,926475358,acetylcholine,,acetylcholine,,L,,,sensory neuron
3851,906255,IN04B081,IN04B081_R,vnc_intrinsic,IR,,573811249,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3852,906258,IN20A.22A038,IN20A.22A038_R,vnc_intrinsic,,,419829973,acetylcholine,,acetylcholine,R,,,,intrinsic neuron
3853,906275,IN13A063,IN13A063_L,vnc_intrinsic,IR,,789251481,gaba,,gaba,L,,,,intrinsic neuron
3854,906284,IN20A.22A006,IN20A.22A006_L,vnc_intrinsic,IR,,1255874705,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
3855,906299,IN13B015,IN13B015_L,vnc_intrinsic,BR,,1432088755,gaba,,gaba,L,,,,intrinsic neuron
3856,906329,IN13A035,IN13A035_R,vnc_intrinsic,IR,,709421639,gaba,,gaba,R,,,,intrinsic neuron
3857,906353,IN16B075_h,IN16B075_h_L,vnc_intrinsic,IR,,721979622,glutamate,,glutamate,L,,,,intrinsic neuron
3858,906354,IN16B061,IN16B061_L,vnc_intrinsic,BR,,607145909,glutamate,,glutamate,L,,,,intrinsic neuron
3859,906372,IN03A062_b,IN03A062_b_L,vnc_intrinsic,IR,,699078532,acetylcholine,,acetylcholine,L,,,,intrinsic neuron
