,bodyId,type,instance,superclass,subclass,hemilineage,size,predictedNt,predictedNtProb,consensusNt,somaSide,rootSide,motor module,step contribution,class
1315,192123,AN12B060,AN12B060_L,ascending_neuron,BA,,452043337,gaba,,gaba,L,,,,ascending neuron
1316,195620,AN08B031,AN08B031_L,ascending_neuron,BA,,1241680516,acetylcholine,,acetylcholine,L,,,,ascending neuron
1317,197252,DNg92_a,DNg92_a_R,descending_neuron,ut,,1056748506,acetylcholine,,acetylcholine,R,,,,descending neuron
1318,199352,DNge130,DNge130_L,descending_neuron,xn,,937114497,acetylcholine,,acetylcholine,L,,,,descending neuron
1319,203146,DNg06,DNg06_R,descending_neuron,xn,,865703035,acetylcholine,,acetylcholine,R,,,,descending neuron
1320,205625,AN16B078_b,AN16B078_b_L,ascending_neuron,IA,,975672274,glutamate,,glutamate,L,,,,ascending neuron
1321,206151,AN10B046,AN10B046_R,ascending_neuron,BA,,351982709,acetylcholine,,acetylcholine,R,,,,ascending neuron
1322,217430,DNg06,DNg06_L,descending_neuron,xn,,614567965,acetylcholine,,acetylcholine,L,,,,descending neuron
1323,217516,DNpe009,"DNpe009(PS222,PS226)_R",descending_neuron,nt,,537896629,acetylcholine,,acetylcholine,R,,,,descending neuron
1324,220203,DNge061,DNge061_L,descending_neuron,fl,,655416259,acetylcholine,,acetylcholine,L,,,,descending neuron
1325,221015,ANXXX008,ANXXX008_L,ascending_neuron,BA,,2740789769,unclear,,unclear,L,,,,ascending neuron
1326,223170,DNge145,DNge145_R,descending_neuron,xn,,1305478126,acetylcholine,,acetylcholine,R,,,,descending neuron
