achB,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675
gabaB,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675,0.01333,0.01333,0.01333,0.01333,0.01333,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.045,0.045,0.045,0.045,0.045,0.0675,0.0675,0.0675,0.0675,0.0675
gluB,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675,0.01333,0.02,0.03,0.045,0.0675
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6335367,0.88912505,0.99978197,0.999969,0.9997705,1.0,1.0,1.0,1.0,0.99939597,0.9997245,1.0,0.999941,1.0,1.0,0.9993175,1.0,1.0,0.99985397,0.9453855,0.9981855,0.995996,0.98710954,0.999052,0.0,0.0,0.0006242644,0.0051050084,0.031956337,0.9997513,0.006705356,0.009663693,0.56558603,0.82402515,0.9994787,0.031974446,0.65084964,0.5843069,0.87059736,0.9100462,0.7193977,0.72255963,0.8504128,0.88664305,0.9989114,0.69794685,0.7530615,0.8234347,0.89677924,0.99812,0.0,0.0,0.0,0.0,0.006740521,0.0,0.0,0.0,0.03204388,0.00554557,0.0010511406,0.0,0.026160477,0.023190623,0.0,0.014464548,0.1078302,,,0.3718502,0.21324553,0.10639877,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074834,0.8684804,0.8623872,0.9194075,0.99715066,0.88149875,0.93543,0.89355576,0.9998987,0.99936306,0.8948326,0.85966337,0.99960303,0.9998354,0.999125,0.9997885,0.9992705,0.9997375,0.999185,0.99951303,0.999958,0.9984665,0.7010855,0.998837,0.9105767,0.0,0.0010279244,0.0072667478,0.11830121,0.96136117,0.01069406,0.0014716133,0.31519488,0.93808335,0.90998816,0.011067112,0.26403657,0.8637396,0.80894417,0.92791194,0.5040867,0.8645545,0.87475204,0.8237333,0.9087829,0.6540267,0.6463944,0.6859197,0.72674316,0.7252045,0.0,0.0,0.0,0.0048275706,0.0,0.0,0.0,0.0,0.0,0.028820662,0.0,0.0015813017,0.018952303,0.04749883,0.0,0.03145092,0.040489998,,,0.09839542,0.07785561,0.03606844,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82416326,0.7465339,0.9254817,0.8543581,1.0,0.869172,0.9056623,1.0,0.98364496,0.951706,1.0,0.99982405,0.950661,0.9168275,0.8973515,0.9999715,0.9084385,0.8665495,0.86349404,0.865121,0.8025005,0.7685425,0.7968935,0.81886053,0.7995745,0.0,0.0027746102,0.0092228465,0.021152709,0.9243343,0.006286271,0.011494736,0.034021646,0.7604613,0.8835454,0.013617154,0.006991451,0.58437526,0.8859934,0.86145604,0.50469446,0.56646967,0.80014503,0.85571283,0.89984125,0.51931566,0.7084538,0.8157832,0.8162158,0.9488,0.0006915588,0.0,0.0,0.0,0.0027256738,0.0,0.00042178293,0.0005888084,0.006371234,0.03921622,0.0,0.0010831418,0.018314565,0.06662555,0.0,0.047550373,0.15789612,,,0.07140214,0.029719029,0.1152622,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7159807,0.98838603,0.9995715,0.999512,0.9995495,0.92834634,0.99922097,0.9998065,0.999705,0.999403,0.999776,0.99882746,0.999413,0.999555,0.9993025,0.999015,0.999168,0.999518,0.999211,0.998216,0.77594,0.9707585,0.9995935,0.979818,0.0,0.0,0.0030192712,0.00075396296,0.752241,0.91210985,0.0018716526,0.008862734,0.11193718,0.77466536,0.95291823,0.012291932,0.6540323,0.72502434,0.96984965,0.9661697,0.18001105,0.61894953,0.8412839,0.99348944,0.83051324,0.7420289,0.624875,0.7514491,0.9624138,0.66404,0.0,0.0,0.0004684762,0.0,0.004365677,0.0009459329,0.0,0.0,0.00226522,0.07065967,0.0008146172,0.0032390084,0.016978234,0.028210083,0.0,0.018483141,0.04494351,,,0.08444271,0.03879231,0.067918465,,,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90897036,0.95704114,0.94036055,0.999381,0.9993067,0.9279584,0.9996305,0.99882233,0.99916375,0.9995767,0.90123695,0.9988364,0.99951833,0.99944735,0.999954,0.9992865,0.9678387,0.999906,0.9998027,0.99996966,0.98257303,0.75908446,0.9893014,0.97578734,0.9990995,0.0,0.00078035594,0.006433553,0.9735713,0.9930359,0.006851465,0.0031295756,0.6224029,0.9642701,0.99906904,0.08191583,0.908689,0.98118365,0.987319,0.9995608,0.87108105,0.96855915,0.98400736,0.9892564,0.9838795,0.6674256,0.9204507,0.9640043,0.95396084,0.7921202,0.0,0.0,0.0,0.00058044144,0.014668327,0.0,0.0,0.0,0.005519884,0.087636195,0.0,0.0033094531,0.007331582,0.02982708,0.0,0.07432713,0.14573132,,,0.06532479,0.18875304,0.10994338,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968902,0.9298812,0.98810977,0.99951476,0.9984575,0.93295527,0.9253403,0.99918336,0.9990244,0.9995343,0.999196,0.9303593,0.99930066,0.99956197,0.999716,0.9992255,0.9986235,0.999771,0.9996333,0.6475577,0.97902,0.9716345,0.8820407,0.585914,0.995984,0.0,0.0004895167,0.00754426,0.113750584,0.8189097,0.00795881,0.0153437685,0.09077763,0.83895415,0.904549,0.13893786,0.080239296,0.796735,0.9787027,0.9246224,0.24207506,0.62435526,0.95842326,0.99554473,0.98932123,0.39225468,0.5283033,0.90914947,0.9820394,0.8619755,0.0,0.0,0.0,0.00070961734,0.03340272,0.0,0.0,0.0,0.0009135834,0.028130317,0.00031524998,0.0025976978,0.014893893,0.026847143,0.0,0.02705288,0.076429375,,,0.11436417,0.0468514,0.015167642,,,
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82757777,0.9932663,0.91883266,0.99935806,0.96882033,0.9689314,0.91759574,0.99975,0.99886966,0.9996455,0.999534,0.9998075,0.99928904,0.99865335,0.999812,0.999308,0.99928904,0.999911,0.998618,0.99975,0.99969196,0.999292,0.999791,0.99707,0.0,0.0,0.0049320743,0.0051435316,0.9528336,0.9967379,0.0052522416,0.010328738,0.107482165,0.8120597,0.99950224,0.0047385264,0.022990543,0.923458,0.9515025,0.9986055,0.62410796,0.9066731,0.840166,0.9289078,0.9985465,0.7011112,0.63928056,0.8470958,0.99979174,0.9967124,0.0,0.0,0.0,0.0,0.01633657,0.0,0.0,0.0,0.0014380648,0.032151163,0.003479315,0.005460244,0.011525614,0.08924179,0.0,0.00529891,0.043378606,,,0.030328155,0.0156116625,0.113897674,,,
