,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.12506699562072754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5124784708023071,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016057727625593543,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.9218029975891113,0.9993829727172852,0.9929683208465576,0.9949080348014832,0.9996923804283142,0.9164892435073853,0.9012420773506165,0.9502593874931335,0.9979305267333984,0.9954376220703125,0.9988260269165039,0.959194004535675,0.9078397750854492,0.9944944977760315,1.0,0.9946759939193726
37,0.6696387529373169,0.6597775816917419,0.6918135285377502,0.8079476356506348,0.8044422268867493,0.7545135021209717,0.8717240691184998,0.0,0.6742157340049744,0.8473743796348572,0.0,0.0,0.7395500540733337,0.8944764733314514,0.0,0.799514889717102
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.7214928865432739,0.0,0.6664149761199951,0.6521825790405273,0.0,0.5996823310852051,0.0,0.6072090864181519,0.6328283548355103,0.0,0.0,0.0,0.5965479612350464,0.7342903017997742,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44405698776245117,0.2868199944496155
54,0.33548733592033386,0.10884933918714523,0.050569336861371994,0.0,0.0,0.0,0.5039615631103516,0.0,0.17846634984016418,0.24476367235183716,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0694189965724945,0.0,0.04231962561607361,0.05945499986410141,0.015404429286718369,0.019463999196887016,0.0,0.0,0.0,0.17235049605369568,0.07014214247465134,0.0,0.0,0.009737749584019184
95,0.021729715168476105,0.0,0.0,0.061494454741477966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.028116500005126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
