,index,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position_nrn,w_type,sign,w_idx,pt_position_soma,surf_area_um2,motor module,step contribution,class
749,15,295,2022-05-02 19:38:09.523629+00:00,,t,L1_T1L,tarsus_unidentified_in_tibia_A1,72764168973359401,648518346489767549,[21620 87497  2568],tarsus_unidentified_in_tibia_A1,1,749,[22256 87656  2569],3341.44433,tarsus control,other,motor neuron
750,16,297,2022-05-02 19:38:09.547941+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_A1,72693937667951418,648518346480531926,[20102 90956  2536],auxiliary_tibia_flexor_in_femur_A1,1,750,[18664 90784  2539],4478.901798,tibia flex B,stance,motor neuron
751,17,299,2022-05-02 19:38:09.572491+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_A2,72623431484675713,648518346479349137,[17820 87590  2464],auxiliary_tibia_flexor_in_femur_A2,1,751,[17144 87072  2463],8302.537099,tibia flex B,stance,motor neuron
752,18,301,2022-05-02 19:38:09.598248+00:00,,t,L1_T1L,tarsus_unidentified_in_tibia_A2,72553200313457288,648518346495467855,[16326 90435  2698],tarsus_unidentified_in_tibia_A2,1,752,[15336 90088  2695],7640.671793,tarsus control,other,motor neuron
753,19,303,2022-05-02 19:38:09.625388+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_Bslow,72834675156230769,648518346491774737,[23055 92004  2509],auxiliary_tibia_flexor_in_femur_Bslow,1,753,[21527 88627  2420],5095.557143,tibia flex A,stance,motor neuron
754,20,305,2022-05-02 19:38:09.651345+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_Bslow,72693868948486343,648518346477240264,[18966 89119  2534],auxiliary_tibia_flexor_in_femur_Bslow,1,754,[19708 89468  2554],10364.623334,tibia flex A,stance,motor neuron
755,21,307,2022-05-02 19:38:09.677289+00:00,,t,L1_T1L,main_tibia_flexor_in_femur_0,72623431551729501,648518346498314906,[17078 87425  2586],main_tibia_flexor_in_femur_0,1,755,[17264 88152  2596],16983.098512,tibia flex A,stance,motor neuron
756,22,309,2022-05-02 19:38:09.702208+00:00,,t,L1_T1L,main_tibia_flexor_in_femur_2,72553200179656434,648518346479055568,[14458 90265  2554],main_tibia_flexor_in_femur_2,1,756,[13344 89432  2556],18864.139798,tibia flex A,stance,motor neuron
757,23,311,2022-05-02 19:38:09.727680+00:00,,t,L1_T1L,main_tibia_flexor_in_femur_4,72623500137174407,648518346489543513,[18229 89516  2400],main_tibia_flexor_in_femur_4,1,757,[16216 89392  2418],39436.358369,tibia flex A,stance,motor neuron
758,24,313,2022-05-02 19:38:09.754485+00:00,,t,L1_T1L,ltm_medial_dendrite,72834675290499495,648518346472763913,[23505 91836  2730],ltm_medial_dendrite,1,758,[23512 90576  2736],22897.784941,substrate grip,other,motor neuron
759,25,315,2022-05-02 19:38:09.780076+00:00,,t,L1_T1L,ltm_medial_dendrite,72764306546195074,648518346486617760,[20938 91662  2708],ltm_medial_dendrite,1,759,[19624 90808  2696],19689.598402,substrate grip,other,motor neuron
760,26,317,2022-05-02 19:38:09.806884+00:00,,t,L1_T1L,ltm_small_medial_dendrite,72834606436679217,648518346496934372,[23600 88276  2454],ltm_small_medial_dendrite,1,760,[23676 87528  2404],8438.271255,substrate grip,other,motor neuron
761,27,319,2022-05-02 19:38:09.836399+00:00,,t,L1_T1L,ltm_no_medial_dendrite,72482831636691164,648518346494055054,[14242 91889  2882],ltm_no_medial_dendrite,1,761,[13912 91328  2884],2782.352183,substrate grip,other,motor neuron
762,28,321,2022-05-02 19:38:09.864024+00:00,,t,L1_T1L,tarsus_depressor_in_tibia_medial,72553062740634458,648518346509973961,[15259 87745  2517],tarsus_depressor_in_tibia_medial,1,762,[15464 88376  2517],4396.777584,tarsus control,other,motor neuron
763,29,323,2022-05-02 19:38:09.889501+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_E,72693800228903574,648518346486971900,[19013 86939  2469],auxiliary_tibia_flexor_in_femur_E,1,763,[20464 86768  2469],21209.173969,tibia flex C,stance,motor neuron
764,30,325,2022-05-02 19:38:09.915391+00:00,,t,L2_T1L,femur_reductor_in_trochanter,72482831435430456,648518346477726990,[14230 91313  2528],femur_reductor_in_trochanter,1,764,[13045 91109  2535],10855.628251,femur reductor,other,motor neuron
765,31,327,2022-05-02 19:38:09.941967+00:00,,t,L2_T1L,femur_reductor_in_trochanter,72904974979562931,648518346503310971,[26129 89938  2100],femur_reductor_in_trochanter,1,765,[26272 89248  2099],7429.390159,femur reductor,other,motor neuron
766,32,329,2022-05-02 19:38:09.967592+00:00,,t,L2_T1L,femur_reductor_in_trochanter_0,72553199978233860,648518346487743188,[14358 92008  2105],femur_reductor_in_trochanter_0,1,766,[14352 91456  2175],1180.867636,femur reductor,other,motor neuron
767,33,331,2022-05-02 19:38:09.994568+00:00,,t,L3_T1L,trochanter_promotor_in_coxa,72904974979596808,648518346479197392,[25292 88266  2123],trochanter_promotor_in_coxa,1,767,[26117 85832  2053],8042.949491,femur/tr flex,stance,motor neuron
768,34,333,2022-05-02 19:38:10.019246+00:00,,t,L4_T1L,tibia_extensor_in_femur_seti,72553200313753006,648518346494148128,[15025 92118  2727],tibia_extensor_in_femur_seti,1,768,[13864 91968  2725],22604.925209,tibia extend,swing,motor neuron
769,35,335,2022-05-02 19:38:10.044283+00:00,,t,L4_T1L,trochanter_extensor_in_coxa_Lg,72904837473346718,648518346497891062,[26335 85449  1934],trochanter_extensor_in_coxa_Lg,1,769,[25968 84208  1886],23414.420012,femur/tr extend,swing,motor neuron
770,36,337,2022-05-02 19:38:10.069369+00:00,,t,V1_T1L,trochanter_flexor_in_coxa_Vn,72693868747178343,648518346488873565,[19263 90022  2155],trochanter_flexor_in_coxa_Vn,1,770,[20496 89296  2154],18611.070681,femur/tr flex,stance,motor neuron
771,37,339,2022-05-02 19:38:10.094103+00:00,,t,V1_T1L,trochanter_flexor_in_coxa_Vn,72834537381811483,648518346483445438,[23983 87237  1874],trochanter_flexor_in_coxa_Vn,1,771,[23064 87192  1876],13275.960709,femur/tr flex,stance,motor neuron
772,38,341,2022-05-02 19:38:10.119281+00:00,,t,V2_T1L,tergotrochanter_in_thorax_1,72834674753554975,648518346504315944,[22701 91045  1692],tergotrochanter_in_thorax_1,1,772,[22296 89920  1694],14651.220966,femur/tr extend,swing,motor neuron
773,39,343,2022-05-02 19:38:10.290974+00:00,,t,V2_T1L,tergotrochanter_in_thorax_3,72764237491106224,648518346520685366,[21122 88740  2060],tergotrochanter_in_thorax_3,1,773,[20688 87176  2065],19543.250702,femur/tr extend,swing,motor neuron
774,40,345,2022-05-02 19:38:10.316949+00:00,,t,V3_T1L,extracoxal_trochanter_depressor_in_thorax_Vn,72905043430667926,648518346504092878,[24901 92075  1586],extracoxal_trochanter_depressor_in_thorax_Vn,1,774,[24040 91360  1590],20096.867552,femur/tr extend,swing,motor neuron
775,41,347,2022-05-02 19:38:10.343538+00:00,,t,V4_T1L,sternal_anterior_rotator_in_thorax_miller_31,72834537516125224,648518346487504531,[23167 87333  2184],sternal_anterior_rotator_in_thorax_miller_31,1,775,[23008 86012  2144],28373.962424,coxa swing,swing,motor neuron
776,67,294,2022-05-02 19:38:09.511273+00:00,,t,D2_T1L,tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,72904974778207768,648518346500725685,[26568 89275  1711],tergopleural_promotor_pleural_promotor_in_thorax_miller_28_30,1,776,[26120 88188  1693],23060.247586,coxa swing,swing,motor neuron
777,68,296,2022-05-02 19:38:09.535585+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_A1,72764237692500983,648518346466833006,[21114 89632  2517],auxiliary_tibia_flexor_in_femur_A1,1,777,[21000 88896  2514],4188.589524,tibia flex B,stance,motor neuron
778,69,298,2022-05-02 19:38:09.560065+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_A2,72834537717335085,648518346494476935,[22898 87329  2528],auxiliary_tibia_flexor_in_femur_A2,1,778,[22936 86472  2526],8277.098311,tibia flex B,stance,motor neuron
779,70,300,2022-05-02 19:38:09.585186+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_A2,72975275272752584,648518346477919895,[28646 87284  2618],auxiliary_tibia_flexor_in_femur_A2,1,779,[29240 86544  2620],8327.580608,tibia flex B,stance,motor neuron
780,71,302,2022-05-02 19:38:09.611284+00:00,,t,L1_T1L,tarsus_unidentified_in_tibia_Bslow,72764169040166640,648518346472699657,[20633 87133  2615],tarsus_unidentified_in_tibia_Bslow,1,780,[20104 87942  2616],7546.019709,tarsus control,other,motor neuron
781,72,304,2022-05-02 19:38:09.638680+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_Bslow,72553200246720980,648518346496059082,[15452 91558  2651],auxiliary_tibia_flexor_in_femur_Bslow,1,781,[16252 91208  2668],4737.40196,tibia flex A,stance,motor neuron
782,73,306,2022-05-02 19:38:09.664597+00:00,,t,L1_T1L,auxiliary_tibia_flexor_in_femur_Bslow,72975275339924788,648518346478935892,[26734 87731  2784],auxiliary_tibia_flexor_in_femur_Bslow,1,782,[25968 87832  2783],8913.535875,tibia flex A,stance,motor neuron
783,74,308,2022-05-02 19:38:09.690371+00:00,,t,L1_T1L,main_tibia_flexor_in_femur_0,72904906528646317,648518346479239887,[25694 86622  2634],main_tibia_flexor_in_femur_0,1,783,[25040 87696  2626],16115.969688,tibia flex A,stance,motor neuron
784,75,310,2022-05-02 19:38:09.715169+00:00,,t,L1_T1L,main_tibia_flexor_in_femur_3,72764237826737613,648518346496932836,[21341 89358  2718],main_tibia_flexor_in_femur_3,1,784,[22012 88216  2724],25231.499702,tibia flex A,stance,motor neuron
785,76,312,2022-05-02 19:38:09.741085+00:00,,t,L1_T1L,ltm_medial_dendrite,72975275272887982,648518346510155558,[26764 87606  2670],ltm_medial_dendrite,1,785,[27128 86808  2672],15545.188446,substrate grip,other,motor neuron
786,77,314,2022-05-02 19:38:09.767325+00:00,,t,L1_T1L,ltm_medial_dendrite,72623500338438060,648518346486352776,[17597 90020  2740],ltm_medial_dendrite,1,786,[18120 89280  2739],12301.19499,substrate grip,other,motor neuron
787,78,316,2022-05-02 19:38:09.792413+00:00,,t,L1_T1L,ltm_small_medial_dendrite,72553200314029096,648518346477229768,[15352 91783  2825],ltm_small_medial_dendrite,1,787,[16216 91840  2825],4963.742535,substrate grip,other,motor neuron
788,79,318,2022-05-02 19:38:09.821164+00:00,,t,L1_T1L,ltm_no_medial_dendrite,72482831569839159,648518346521586425,[13986 90610  2805],ltm_no_medial_dendrite,1,788,[14256 89880  2797],2950.362266,substrate grip,other,motor neuron
789,80,320,2022-05-02 19:38:09.850667+00:00,,t,L1_T1L,tarsus_depressor_in_tibia_ventralU,73045712736535157,648518346486890393,[29188 88984  2669],tarsus_depressor_in_tibia_ventralU,1,789,[28880 88312  2664],7842.489041,tarsus control,other,motor neuron
790,81,322,2022-05-02 19:38:09.876899+00:00,,t,L1_T1L,tarsus_unidentified_in_tibia_E,72904906461502730,648518346511950704,[24999 86593  2490],tarsus_unidentified_in_tibia_E,1,790,[25048 86472  2491],7916.19532,tarsus control,other,motor neuron
791,82,324,2022-05-02 19:38:09.902676+00:00,,t,L2_T1L,femur_reductor_in_trochanter,73045644084019426,648518346519022303,[29858 87376  2765],femur_reductor_in_trochanter,1,791,[29187 87482  2795],6317.282707,femur reductor,other,motor neuron
792,83,326,2022-05-02 19:38:09.928754+00:00,,t,L2_T1L,femur_reductor_in_trochanter,72482831368300777,648518346494195703,[13932 91818  2387],femur_reductor_in_trochanter,1,792,[14360 91056  2388],15062.127284,femur reductor,other,motor neuron
793,84,328,2022-05-02 19:38:09.954575+00:00,,t,L2_T1L,femur_reductor_in_trochanter_0,72834674954969986,648518346486427296,[22644 90950  2139],femur_reductor_in_trochanter_0,1,793,[22492 90836  2182],1529.3649,femur reductor,other,motor neuron
794,85,330,2022-05-02 19:38:09.981911+00:00,,t,L3_T1L,trochanter_promotor_in_coxa,72834675156180869,648518346504230496,[23917 91774  2481],trochanter_promotor_in_coxa,1,794,[23376 91000  2490],5242.304637,femur/tr flex,stance,motor neuron
795,86,332,2022-05-02 19:38:10.006765+00:00,,t,L3_T1L,trochanter_promotor_in_coxa,72904975180805852,648518346490899373,[25366 89249  2453],trochanter_promotor_in_coxa,1,795,[25472 88456  2453],4436.168553,femur/tr flex,stance,motor neuron
796,87,334,2022-05-02 19:38:10.031982+00:00,,t,L4_T1L,tibia_extensor_in_femur_feti,72904906125917495,648518346507389983,[25239 86800  1848],tibia_extensor_in_femur_feti,1,796,[24760 85736  1844],37106.318334,tibia extend,swing,motor neuron
797,88,336,2022-05-02 19:38:10.057106+00:00,,t,L5_T1L,trochanter_extensor_in_coxa_Lg,72624186795103813,648518346502617767,[ 16552 109651   1364],trochanter_extensor_in_coxa_Lg,1,797,[ 15480 109312   1367],17131.749961,femur/tr extend,swing,motor neuron
798,89,338,2022-05-02 19:38:10.081892+00:00,,t,V1_T1L,trochanter_flexor_in_coxa_Vn,72623431350591952,648518346488137239,[17632 86321  2265],trochanter_flexor_in_coxa_Vn,1,798,[18608 86048  2266],11498.924616,femur/tr flex,stance,motor neuron
799,90,340,2022-05-02 19:38:10.106961+00:00,,t,V3_T1L,tergotrochanter_in_thorax_0,73045781120322699,648518346496195084,[30633 90820  1976],tergotrochanter_in_thorax_0,1,799,[29664 90984  1980],12382.598003,femur/tr extend,swing,motor neuron
800,91,342,2022-05-02 19:38:10.131499+00:00,,t,V2_T1L,tergotrochanter_in_thorax_2,72975343589667059,648518346514458155,[28266 88474  1899],tergotrochanter_in_thorax_2,1,800,[27680 87720  1905],12516.355282,femur/tr extend,swing,motor neuron
801,92,344,2022-05-02 19:38:10.303690+00:00,,t,V5_T1L,extracoxal_trochanter_depressor_in_thorax_Vn,72975275205735565,648518346514306270,[27494 86790  2515],extracoxal_trochanter_depressor_in_thorax_Vn,1,801,[28080 85768  2516],12593.69273,femur/tr extend,swing,motor neuron
802,93,346,2022-05-02 19:38:10.330395+00:00,,t,V4_T1L,sternal_anterior_rotator_in_thorax_miller_31,72623499935890376,648518346479325585,[17144 89099  2005],sternal_anterior_rotator_in_thorax_miller_31,1,802,[18392 88376  2006],19848.743581,coxa swing,swing,motor neuron
