,MANC,FANC,mCNS,BANC
0,0.7206084728240967,0.5796898603439331,0.8745959997177124,0.0
1,0.9993072748184204,0.42819058895111084,0.42693230509757996,0.0
2,0.9994519948959351,0.9966236352920532,0.6986038088798523,0.0
3,0.981715202331543,0.8261486291885376,0.92931067943573,0.0
4,0.9758922457695007,0.6861623525619507,0.8792957663536072,0.0
5,0.9993717670440674,0.9923281073570251,0.998306155204773,0.0
6,0.9639055132865906,0.9974510669708252,0.6360788345336914,0.0
7,0.9985668063163757,0.8717682361602783,0.934895396232605,0.0
8,0.9943229556083679,0.8732888102531433,0.2691586911678314,0.0
9,0.757215678691864,0.3797081410884857,0.9094589948654175,0.0
10,0.9070429801940918,0.749330997467041,0.8833826780319214,0.0
11,0.9374492764472961,0.8188060522079468,0.17488662898540497,0.0
12,0.9990217089653015,0.7035427689552307,0.7719298005104065,0.0
13,0.9538390040397644,0.6186007261276245,0.823241651058197,0.0
14,0.9398329854011536,0.6938315629959106,0.8321030139923096,0.0
15,0.9963372349739075,0.7377115488052368,0.9995940923690796,0.0
16,0.997220516204834,0.8576546907424927,0.8448194861412048,0.0
17,0.9296534657478333,0.684137225151062,0.8274309635162354,0.0
18,0.8572656512260437,0.8184011578559875,0.9635197520256042,0.0
19,0.9142112135887146,0.5043914318084717,0.9056898355484009,0.0
20,0.963151752948761,0.8424825072288513,0.43758147954940796,0.0
21,0.9983146786689758,0.6731154918670654,0.85305255651474,0.0
22,0.9768671989440918,0.32644644379615784,0.9027441143989563,0.0
23,0.9290809631347656,0.9890251755714417,0.9974302053451538,0.0
24,0.9985045194625854,0.9965977668762207,0.8834671378135681,0.0
25,0.0,0.8734111189842224,0.791105329990387,0.0
26,1.0,0.9906951785087585,0.9550401568412781,0.0
27,0.3036699891090393,0.5709054470062256,0.0,0.0
28,0.9990730285644531,0.8717965483665466,0.4743790626525879,0.0
29,0.9990159869194031,0.855694055557251,0.8757069706916809,0.0
30,0.9973797798156738,0.9841585159301758,0.692122220993042,0.0
31,0.9975509643554688,0.8736181259155273,0.9379048347473145,0.0
32,0.996720016002655,0.8219889998435974,0.9780582189559937,0.0
33,0.997721791267395,0.9986906051635742,0.0,0.0
34,0.9302257299423218,0.7247058749198914,0.388509601354599,0.0
35,0.9669178128242493,0.3883233964443207,0.8113756775856018,0.0
36,0.995693027973175,0.48934030532836914,0.8653802275657654,0.0
37,0.993699848651886,0.7814450860023499,0.9087396860122681,0.0
38,0.9988424777984619,0.5359705090522766,0.9215884208679199,0.0
39,1.0,0.8548427820205688,0.8824206590652466,0.0
40,0.9866974949836731,0.7763405442237854,0.9975695013999939,0.0
41,0.5265004634857178,0.9912077188491821,0.9654101133346558,0.0
42,0.9994004964828491,0.5528143644332886,0.879041314125061,0.0
43,0.9995737671852112,0.4771503508090973,0.8308107256889343,0.0
44,0.997187614440918,0.8030381202697754,0.8747922778129578,0.0
45,0.9983272552490234,0.655236542224884,0.6114388704299927,0.0
46,0.9796304702758789,0.7167825102806091,0.9166714549064636,0.0
47,0.982795000076294,0.7665198445320129,0.999509871006012,0.0
48,0.9935240149497986,0.7148478031158447,0.9431703090667725,0.02724974974989891
49,0.773212730884552,0.7122982740402222,0.588974118232727,0.0
50,0.9955542087554932,0.8688951134681702,0.9749488830566406,0.0
51,0.7279638648033142,0.8412119746208191,0.9874162077903748,0.0
52,0.86139976978302,0.8745425939559937,0.5483399629592896,0.0
53,0.9845064282417297,0.5224515795707703,0.8884191513061523,0.0
54,0.7497487664222717,0.7029902935028076,0.9981369972229004,0.0
55,0.9988914728164673,0.43105050921440125,0.9455391764640808,0.0
56,0.9991202354431152,0.6914853453636169,0.9316271543502808,0.0
57,0.9744877815246582,0.8709646463394165,0.9096681475639343,0.0
58,0.7111889719963074,0.6559755206108093,0.8066086173057556,0.0
59,0.9266852140426636,0.48888343572616577,0.8575072288513184,0.0
60,0.9731720089912415,0.7629680037498474,0.8347135782241821,0.0
61,0.7348384857177734,0.7336186766624451,0.15230277180671692,0.0
62,0.9989094734191895,0.8736271858215332,0.9258073568344116,0.0
63,0.9860562682151794,0.5842524766921997,0.9207491874694824,0.0
64,0.7484662532806396,0.9982159733772278,0.9989581108093262,0.0
65,0.9995124936103821,0.7244148850440979,0.0,0.0
66,0.7916929721832275,0.7161404490470886,0.9869570732116699,0.0
67,0.9513830542564392,0.6058820486068726,0.0,0.0
68,0.9977162480354309,0.6349455118179321,0.8915570974349976,0.0
69,0.9986343383789062,0.5488170385360718,0.9979230761528015,0.0
70,0.9777912497520447,0.8094858527183533,0.8200291395187378,0.0
71,0.8525143265724182,0.5920507311820984,0.9242252111434937,0.0
72,0.9995607733726501,0.4350282847881317,0.916507363319397,0.0
73,0.9098420143127441,0.9967462420463562,0.8054006099700928,0.0
74,1.0,0.7591392993927002,0.9969625473022461,0.0
75,0.8946227431297302,0.5866678357124329,0.9573712944984436,0.0
76,0.9500917792320251,0.42090702056884766,0.9273636937141418,0.0
77,0.9985452890396118,0.7001160383224487,0.0,0.0
78,0.9392078518867493,0.995460033416748,0.9929750561714172,0.0
79,0.9674714803695679,0.8463751673698425,0.880835771560669,0.0
80,0.7949860095977783,0.6786673069000244,0.927055835723877,0.0
81,0.9988616704940796,0.520566463470459,0.4627394676208496,0.0
82,0.9637176990509033,0.8132194876670837,0.940050482749939,0.0
83,0.9989746809005737,0.7089949250221252,0.8709019422531128,0.0
84,0.9978772401809692,0.4383801221847534,0.5219215154647827,0.0
85,0.9529070258140564,0.8242899179458618,0.9668630361557007,0.0
86,0.9978219866752625,0.9965378642082214,0.9404774904251099,0.0
87,0.9932284355163574,0.846924901008606,0.6403352618217468,0.0
88,0.4952329993247986,0.0,0.9988691210746765,0.0
89,0.9944930076599121,0.9772616028785706,0.9963976144790649,0.0
90,0.9992334842681885,0.5862396955490112,0.5258501768112183,0.021790333092212677
91,0.9992395043373108,0.4369187355041504,0.8543941974639893,0.0
92,0.9985030293464661,0.908300518989563,0.7459023594856262,0.0
93,0.9784857034683228,0.8403618335723877,0.9568041563034058,0.0
94,0.9983242750167847,0.46390533447265625,0.9674369692802429,0.0
95,0.9717088937759399,0.9987773895263672,0.3951106667518616,0.0
96,0.8091602325439453,0.9081718921661377,0.12815792858600616,0.0
97,0.999080240726471,0.5917638540267944,0.6150394678115845,0.0
98,0.9975339770317078,0.5441581606864929,0.9878960847854614,0.0
99,0.988073468208313,0.6468999981880188,0.9570586681365967,0.0
100,0.9890785217285156,0.9964673519134521,0.9812365770339966,0.0
101,0.925114095211029,0.589830219745636,0.9371978044509888,0.0
102,0.9996185302734375,0.8825832605361938,0.1789722442626953,0.0
103,0.9157274961471558,0.9226237535476685,0.29189032316207886,0.0
104,0.998456597328186,0.51400226354599,0.8430455327033997,0.0
105,0.987135648727417,0.9669293761253357,0.9994966983795166,0.0
106,0.9979130029678345,0.6519250273704529,0.9811093211174011,0.0
107,0.9982523322105408,0.6108067631721497,0.8120095133781433,0.0
108,0.9982110261917114,0.49741697311401367,0.3225526213645935,0.0
109,0.851670503616333,0.9956948757171631,0.9213389158248901,0.0
110,0.9807144999504089,0.6814449429512024,0.9643380641937256,0.0
111,0.9982492327690125,0.8460350632667542,0.8000354170799255,0.0
112,0.9805126190185547,0.811478316783905,0.8447924256324768,0.0
113,0.9572052359580994,0.4068950116634369,0.06714259833097458,0.0
114,0.9206479787826538,0.8539799451828003,0.8564630150794983,0.0
115,0.9991962313652039,0.7304027676582336,0.816123366355896,0.0
116,0.9715132713317871,0.7883235216140747,0.9913994073867798,0.0
117,0.9765110015869141,0.5045419931411743,0.8656338453292847,0.0
118,0.959171712398529,0.8851915597915649,0.9168431758880615,0.0
119,0.8536809682846069,0.5436933040618896,0.91547030210495,0.0
120,0.0,0.4698234796524048,0.9311535358428955,0.0
121,0.98468416929245,0.5584715604782104,0.9514197111129761,0.0
122,0.9372873306274414,0.7703397274017334,0.936296284198761,0.0
123,0.8866249918937683,0.710272490978241,0.9892937541007996,0.0
124,0.9835944175720215,0.48189273476600647,0.9305306673049927,0.0
125,0.9879602789878845,0.4507264196872711,0.8660416007041931,0.0
126,0.9442274570465088,0.7724820375442505,0.8489731550216675,0.0
127,0.9907240271568298,0.39843934774398804,0.9266551733016968,0.0
128,0.9974715113639832,0.6223671436309814,0.9336754083633423,0.0
129,0.9965805411338806,0.23190414905548096,0.8963510394096375,0.0
130,0.9593273401260376,0.9980301856994629,0.9984177947044373,0.0
131,0.989863395690918,0.8106800317764282,0.0,0.0
132,0.9948430061340332,0.9999715685844421,0.9332703948020935,0.0
133,0.9812607169151306,0.711834192276001,0.8650805354118347,0.0
134,0.866843581199646,0.7437688708305359,0.9467950463294983,0.0
135,0.9987243413925171,0.7154093384742737,0.7510890960693359,0.0
136,0.9949514269828796,0.7253539562225342,0.9005857706069946,0.0
137,0.9993224740028381,0.995126485824585,0.9737784266471863,0.0
138,0.9977823495864868,0.9964591264724731,0.9971162676811218,0.0
139,0.9985007643699646,0.9976744055747986,0.9982668161392212,0.0
140,0.9990999698638916,0.7956851720809937,0.9555237293243408,0.0
141,0.9609975814819336,0.9945876598358154,0.8979383111000061,0.0
142,0.9884317517280579,0.6102057695388794,0.7867940664291382,0.0
143,0.9940304756164551,0.6849092245101929,0.992206335067749,0.0
144,0.9933567643165588,0.6358556747436523,0.963991641998291,0.0
145,0.9986860156059265,0.7010928392410278,0.8542084097862244,0.0
146,0.9999447464942932,0.9959762096405029,0.8691965341567993,0.0
147,0.9992425441741943,0.7507163882255554,0.9993240237236023,0.0
148,0.9998005032539368,0.21330200135707855,0.0,0.0
