,MANC,FANC,mCNS,BANC
771,5.0,12.0,18.0,5.0
772,5.0,12.0,16.0,3.0
773,4.0,11.0,17.0,6.0
774,5.0,10.0,15.0,4.0
775,5.0,12.0,16.0,3.0
776,5.0,12.0,16.0,3.0
777,5.0,11.0,17.0,4.0
778,1.0,12.0,16.0,3.0
779,4.0,11.0,18.0,4.0
780,5.0,13.0,18.0,4.0
781,5.0,10.0,18.0,4.0
782,4.0,11.0,16.0,5.0
783,4.0,13.0,17.0,5.0
784,1.0,11.0,18.0,4.0
785,3.0,11.0,18.0,6.0
786,5.0,11.0,18.0,5.0
787,3.0,11.0,16.0,3.0
788,4.0,11.0,12.0,4.0
789,3.0,11.0,17.0,6.0
790,4.0,10.0,18.0,5.0
791,4.0,10.0,17.0,6.0
792,4.0,12.0,16.0,4.0
793,6.0,12.0,14.0,4.0
794,5.0,13.0,18.0,3.0
795,4.0,11.0,18.0,4.0
796,1.0,10.0,16.0,4.0
797,1.0,11.0,15.0,4.0
798,1.0,12.0,17.0,5.0
799,4.0,11.0,20.0,4.0
800,2.0,10.0,16.0,4.0
801,8.0,10.0,16.0,5.0
802,7.0,11.0,20.0,5.0
803,4.0,12.0,16.0,5.0
804,4.0,12.0,16.0,4.0
805,5.0,10.0,17.0,4.0
806,5.0,11.0,16.0,5.0
807,5.0,11.0,19.0,4.0
808,3.0,10.0,16.0,3.0
809,5.0,10.0,15.0,5.0
810,4.0,13.0,16.0,4.0
811,5.0,11.0,18.0,3.0
812,8.0,9.0,14.0,4.0
813,4.0,12.0,18.0,4.0
814,4.0,10.0,15.0,5.0
815,4.0,10.0,19.0,5.0
816,1.0,11.0,18.0,3.0
817,7.0,10.0,13.0,6.0
818,4.0,10.0,13.0,5.0
819,1.0,13.0,16.0,5.0
820,4.0,10.0,15.0,5.0
821,4.0,11.0,14.0,4.0
822,5.0,11.0,18.0,4.0
823,2.0,11.0,19.0,6.0
824,4.0,12.0,19.0,4.0
825,5.0,11.0,18.0,6.0
826,3.0,12.0,13.0,6.0
827,5.0,10.0,18.0,3.0
828,5.0,12.0,16.0,6.0
829,4.0,11.0,15.0,6.0
830,6.0,10.0,18.0,4.0
831,1.0,9.0,15.0,3.0
832,2.0,11.0,19.0,6.0
833,4.0,11.0,15.0,5.0
834,2.0,11.0,16.0,4.0
835,2.0,11.0,16.0,4.0
836,4.0,11.0,16.0,5.0
837,4.0,10.0,15.0,4.0
838,4.0,11.0,15.0,6.0
839,3.0,12.0,19.0,4.0
840,4.0,13.0,14.0,5.0
841,3.0,11.0,18.0,4.0
842,4.0,11.0,17.0,5.0
843,1.0,12.0,17.0,4.0
844,5.0,11.0,19.0,4.0
845,5.0,12.0,16.0,4.0
846,5.0,12.0,18.0,4.0
847,3.0,14.0,19.0,5.0
848,3.0,11.0,20.0,5.0
849,4.0,11.0,15.0,4.0
850,4.0,10.0,16.0,5.0
851,4.0,9.0,19.0,4.0
852,5.0,10.0,17.0,5.0
853,5.0,12.0,15.0,5.0
854,1.0,10.0,16.0,5.0
855,1.0,12.0,16.0,3.0
856,8.0,13.0,17.0,4.0
857,4.0,10.0,16.0,6.0
858,4.0,10.0,14.0,4.0
859,4.0,12.0,18.0,5.0
860,2.0,11.0,17.0,4.0
861,1.0,12.0,14.0,5.0
862,4.0,11.0,17.0,5.0
863,4.0,11.0,18.0,5.0
864,4.0,12.0,16.0,5.0
865,4.0,12.0,19.0,3.0
866,5.0,11.0,16.0,6.0
867,10.0,12.0,17.0,3.0
868,4.0,10.0,19.0,4.0
869,4.0,10.0,16.0,5.0
870,2.0,11.0,19.0,5.0
871,1.0,10.0,17.0,5.0
872,4.0,10.0,13.0,3.0
873,5.0,11.0,16.0,3.0
874,5.0,12.0,17.0,5.0
875,3.0,10.0,21.0,4.0
876,3.0,10.0,14.0,4.0
877,4.0,12.0,15.0,7.0
878,3.0,10.0,12.0,4.0
879,5.0,11.0,16.0,4.0
880,5.0,11.0,16.0,3.0
881,2.0,10.0,17.0,4.0
882,4.0,10.0,16.0,6.0
883,1.0,11.0,16.0,4.0
884,3.0,11.0,17.0,6.0
885,4.0,11.0,16.0,3.0
886,3.0,11.0,16.0,5.0
887,3.0,11.0,17.0,6.0
888,5.0,11.0,15.0,5.0
889,5.0,11.0,18.0,5.0
890,3.0,12.0,18.0,4.0
891,4.0,12.0,15.0,4.0
892,4.0,10.0,17.0,4.0
893,4.0,12.0,18.0,4.0
894,5.0,10.0,16.0,6.0
895,5.0,11.0,17.0,4.0
896,4.0,11.0,16.0,4.0
897,4.0,12.0,18.0,4.0
898,4.0,12.0,18.0,4.0
899,2.0,13.0,15.0,4.0
900,4.0,11.0,16.0,5.0
901,5.0,10.0,14.0,5.0
902,4.0,12.0,14.0,6.0
903,3.0,12.0,16.0,5.0
904,1.0,11.0,18.0,3.0
905,5.0,10.0,15.0,5.0
906,5.0,12.0,20.0,3.0
907,4.0,12.0,18.0,4.0
908,8.0,12.0,16.0,5.0
909,1.0,11.0,18.0,4.0
910,5.0,13.0,15.0,6.0
911,2.0,10.0,15.0,4.0
912,5.0,11.0,16.0,4.0
913,4.0,10.0,19.0,3.0
914,2.0,11.0,18.0,5.0
915,5.0,11.0,16.0,5.0
916,10.0,10.0,23.0,4.0
917,6.0,7.0,18.0,4.0
918,4.0,10.0,15.0,6.0
919,3.0,10.0,16.0,3.0
920,2.0,10.0,17.0,4.0
921,5.0,10.0,15.0,4.0
922,1.0,9.0,17.0,4.0
923,5.0,11.0,15.0,4.0
924,2.0,12.0,17.0,5.0
925,2.0,10.0,15.0,4.0
926,2.0,11.0,16.0,4.0
927,5.0,9.0,17.0,3.0
928,4.0,11.0,16.0,5.0
929,4.0,11.0,17.0,6.0
930,5.0,10.0,16.0,6.0
931,4.0,11.0,17.0,6.0
932,4.0,11.0,18.0,4.0
933,3.0,11.0,16.0,6.0
934,3.0,12.0,18.0,4.0
935,4.0,12.0,17.0,4.0
936,6.0,12.0,19.0,4.0
937,5.0,10.0,16.0,4.0
938,1.0,11.0,15.0,4.0
939,4.0,12.0,18.0,3.0
940,5.0,12.0,15.0,5.0
941,4.0,11.0,18.0,4.0
942,5.0,11.0,15.0,4.0
943,5.0,11.0,17.0,4.0
944,4.0,12.0,19.0,6.0
945,4.0,10.0,18.0,5.0
946,5.0,11.0,16.0,5.0
947,5.0,13.0,19.0,5.0
948,4.0,11.0,19.0,4.0
949,3.0,12.0,16.0,4.0
950,4.0,10.0,18.0,4.0
951,1.0,13.0,15.0,4.0
952,5.0,10.0,19.0,5.0
953,7.0,11.0,17.0,6.0
954,2.0,12.0,14.0,5.0
955,8.0,11.0,16.0,3.0
956,2.0,10.0,18.0,5.0
957,4.0,10.0,17.0,4.0
958,2.0,11.0,17.0,4.0
959,5.0,9.0,15.0,3.0
960,6.0,10.0,16.0,4.0
961,4.0,10.0,18.0,5.0
962,3.0,10.0,17.0,4.0
963,2.0,11.0,17.0,5.0
964,4.0,12.0,15.0,6.0
965,4.0,11.0,15.0,4.0
966,3.0,10.0,19.0,4.0
967,5.0,11.0,19.0,2.0
968,5.0,10.0,15.0,4.0
969,3.0,11.0,16.0,4.0
970,4.0,12.0,17.0,5.0
971,4.0,13.0,15.0,7.0
972,4.0,12.0,14.0,5.0
973,8.0,11.0,14.0,4.0
974,5.0,10.0,16.0,5.0
975,4.0,12.0,17.0,4.0
976,4.0,11.0,17.0,4.0
977,5.0,11.0,17.0,4.0
978,3.0,11.0,23.0,3.0
979,4.0,10.0,15.0,5.0
980,4.0,10.0,16.0,4.0
981,2.0,11.0,15.0,4.0
982,5.0,12.0,19.0,4.0
983,3.0,11.0,15.0,5.0
984,4.0,10.0,17.0,5.0
985,5.0,9.0,17.0,4.0
986,4.0,12.0,18.0,5.0
987,6.0,12.0,17.0,6.0
988,2.0,13.0,18.0,5.0
989,4.0,10.0,18.0,7.0
990,4.0,10.0,16.0,3.0
991,4.0,11.0,19.0,4.0
992,1.0,13.0,18.0,4.0
993,3.0,10.0,16.0,6.0
994,5.0,11.0,18.0,5.0
995,5.0,9.0,18.0,3.0
996,3.0,10.0,21.0,4.0
997,5.0,11.0,16.0,5.0
998,2.0,12.0,18.0,5.0
999,4.0,10.0,18.0,5.0
1000,4.0,10.0,17.0,4.0
1001,3.0,10.0,18.0,5.0
1002,3.0,9.0,19.0,6.0
1003,5.0,12.0,18.0,5.0
1004,3.0,11.0,18.0,4.0
1005,4.0,10.0,13.0,4.0
1006,5.0,12.0,17.0,4.0
1007,2.0,11.0,17.0,4.0
1008,4.0,11.0,16.0,4.0
1009,5.0,13.0,18.0,4.0
1010,3.0,11.0,16.0,4.0
1011,5.0,11.0,19.0,5.0
1012,5.0,12.0,15.0,3.0
1013,1.0,11.0,18.0,4.0
1014,4.0,11.0,18.0,4.0
1015,1.0,11.0,20.0,2.0
1016,5.0,12.0,15.0,3.0
1017,4.0,11.0,17.0,4.0
1018,7.0,12.0,18.0,5.0
1019,4.0,10.0,19.0,3.0
1020,2.0,11.0,14.0,4.0
1021,1.0,11.0,18.0,3.0
1022,7.0,12.0,18.0,3.0
1023,4.0,12.0,18.0,3.0
