,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.12862999737262726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.46693599224090576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4164416790008545,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.9952659606933594,0.9993610382080078,0.9969614744186401,0.9049479961395264,0.9014257192611694,0.9991559982299805,0.9561769962310791,0.9922119975090027,0.9974946975708008,0.994809627532959,0.9989360570907593,0.9362075328826904,0.9605447053909302,0.9981870055198669,0.9657149314880371,0.8358023166656494
37,0.7779459953308105,0.8292744159698486,0.7812670469284058,0.9216688871383667,0.7689423561096191,0.7664158940315247,0.0,0.0,0.8862350583076477,0.7670729160308838,0.7669792771339417,0.6971776485443115,0.0,0.0,0.6333364844322205,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.43015795946121216,0.0,0.0,0.8055036067962646,0.0,0.0,0.0,0.0,0.6457753777503967,0.5866293907165527,0.6114169955253601,0.6552168726921082,0.48739513754844666,0.0,0.5868839025497437,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.6177229881286621,0.0,0.0,0.0,0.0,0.24924099445343018,0.0,0.0,0.0,0.18258799612522125
54,0.0,0.0,0.0,0.0,0.12585200369358063,0.0,0.2308346927165985,0.0,0.0,0.0,0.0,0.0,0.03749633580446243,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.5030908584594727,0.0,0.2825392484664917,0.0,0.17113450169563293,0.0,0.037532445043325424,0.0786120668053627,0.0,0.28164976835250854,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015703750774264336,0.0,0.0,0.0
106,0.6098020076751709,0.9863917231559753,0.9766979813575745,0.997642993927002,0.897548258304596,0.0,0.9981850385665894,0.7627140283584595,0.690468966960907,0.9840289950370789,0.0,0.703484296798706,0.7269660234451294,0.9927760362625122,0.6962239742279053,0.9595802426338196
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.9961979985237122,0.9771100282669067,0.996734619140625,0.998993992805481,0.9996077418327332,0.9590440392494202,0.9368520379066467,0.9447925090789795,0.9182607531547546,0.923514723777771,0.9443309903144836,0.9982210397720337,0.9328933954238892,0.9862329959869385,0.9487844705581665,0.9983826875686646
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,0.290439248085022,0.2646792531013489,0.7360150218009949,0.36535000801086426,0.24924421310424805,0.3941657543182373,0.1470935046672821,0.08724924921989441,0.17678099870681763,0.20715799927711487,0.481610506772995,0.5468705296516418,0.16853424906730652,0.2615457773208618,0.0,0.0905556008219719
191,0.21942299604415894,0.1647062599658966,0.02203875035047531,0.0,0.08503799885511398,0.631521463394165,0.3882143497467041,0.0,0.28036847710609436,0.056775499135255814,0.049171000719070435,0.11432849615812302,0.17678649723529816,0.1543346643447876,0.18434849381446838,0.1777476668357849
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0758434385061264,0.2760838270187378,0.0,0.0,0.0,0.08499868214130402,0.0,0.008728635497391224,0.0,0.0,0.05094694718718529,0.0,0.0,0.0,0.0604327954351902,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.1179187148809433,0.9843140244483948,0.07934600114822388,0.7381630539894104,0.23294174671173096,0.0,0.3536309003829956,0.0,0.0,0.013274000957608223,0.0,0.1276291459798813,0.008224000222980976,0.5033252835273743,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.09343099594116211,0.0,0.0,0.0,0.0688270553946495,0.08276014775037766,0.0,0.0,0.03268318623304367,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.131643608212471,0.08422599732875824,0.0,0.0,0.0,0.019622333347797394,0.0,0.0,0.0,0.0,0.02465200051665306,0.047688670456409454,0.0,0.024008333683013916
266,0.024013668298721313,0.0,0.0,0.050660211592912674,0.20245252549648285,0.15449568629264832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050505176186561584,0.0,0.0,0.0,0.0,0.0,0.0,0.15086500346660614,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.05362071469426155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.14411060512065887,0.0,0.030259834602475166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241073165088892,0.0,0.0,0.0
