,none,E1,E2,I2,19B
0,0.9842472672462463,0.0,0.0,1.0,0.25685250759124756
1,0.7029576301574707,0.0,0.0,0.9996634125709534,0.4822334945201874
2,0.9999420046806335,0.0,0.0,0.9553786516189575,0.5953874588012695
3,0.9997501373291016,0.0,0.0,0.9924442172050476,0.40558502078056335
4,0.971051037311554,0.0,0.0,0.9436553120613098,0.32542067766189575
5,0.9995466470718384,0.0,0.0,0.9802769422531128,0.6528124809265137
6,0.9998007416725159,0.0,0.0,0.9700646996498108,0.28136199712753296
7,0.8688952922821045,0.0,0.0,0.9687347412109375,0.5876849889755249
8,0.9994813799858093,0.0,0.0,0.9997881054878235,0.37626349925994873
9,0.9991035461425781,0.0,0.0,0.9998663663864136,0.9777525067329407
10,0.9864015579223633,0.0,0.0,0.9919050931930542,0.22539399564266205
11,0.9934971332550049,0.0,0.0,0.9724295139312744,0.6186906695365906
12,0.8726320266723633,0.0,0.0,0.999957263469696,0.9398329854011536
13,0.9919034242630005,0.0,0.0,0.9987425804138184,0.516181468963623
14,0.9894292950630188,0.0,0.0,0.9675905704498291,0.3479459881782532
15,0.9607704877853394,0.0,0.0,0.9988191723823547,0.5980100035667419
16,0.9989808797836304,0.0,0.0,0.9878538846969604,0.49191468954086304
17,0.9890791773796082,0.0,0.0,0.9990400075912476,0.2659904956817627
18,0.9941366910934448,0.0,0.0,0.9506843686103821,0.6433604955673218
19,0.9976323843002319,0.0,0.06620799750089645,0.9997315406799316,0.6846674680709839
20,0.9999097585678101,0.0,0.0,0.9868902564048767,0.6826909780502319
21,0.9610018134117126,0.0,0.0,0.9362072348594666,0.8352940082550049
22,0.9810605049133301,0.0,0.0,0.9570012092590332,0.3963853716850281
23,0.9997302889823914,0.0,0.0,0.9999659061431885,0.5029839873313904
24,0.9833455085754395,0.0,0.0,0.9989343881607056,0.43115800619125366
25,0.9983633160591125,0.0,0.0,0.966317355632782,0.9011850357055664
26,0.9973608255386353,0.0,0.0,0.9174813032150269,0.8271430134773254
27,0.9568278193473816,0.0,0.0,0.9997680187225342,0.4914705157279968
28,1.0,0.0,0.0,0.9394798874855042,0.7451850175857544
29,0.9817378520965576,0.0,0.0,0.9548116326332092,0.4494616687297821
30,0.999086856842041,0.0,0.0,0.9999947547912598,0.34851399064064026
31,0.999706506729126,0.0,0.0,0.9671851396560669,0.9800189733505249
32,0.9626790285110474,0.0,0.0,1.0,0.2956019937992096
33,0.9994205832481384,0.0,0.0,0.9998385906219482,0.0
34,0.9831531047821045,0.0,0.0,0.9888388514518738,0.8059965372085571
35,0.9993856549263,0.0,0.0,0.9985873699188232,0.5892769694328308
36,0.9525256156921387,0.0,0.0,0.9822369813919067,0.29687899351119995
37,0.9757620692253113,0.0,0.0,0.9042182564735413,0.738972544670105
38,0.963665246963501,0.0,0.0,0.9993986487388611,0.0
39,0.9995312690734863,0.0,0.0,0.955866277217865,0.26402249932289124
40,0.9994627237319946,0.0,0.0,0.9502404928207397,0.5020090341567993
41,0.9889392256736755,0.0,0.0,0.9210557341575623,0.9592199921607971
42,0.9990372657775879,0.0,0.0,0.9565090537071228,0.18296599388122559
43,0.9730081558227539,0.0,0.0,0.9359275698661804,0.7110944986343384
44,0.9832196235656738,0.0,0.0,0.9635592103004456,0.9235680103302002
45,0.992936372756958,0.0,0.0,0.9669366478919983,0.21683350205421448
46,0.9963042140007019,0.0,0.0,0.9996415972709656,0.953495979309082
47,0.9983271956443787,0.0,0.0,0.9872875213623047,0.3999444842338562
